Timestamp,FirstLanguage,MainLanguage,NowLanguage,NowLanguages2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgrammingYears,ExperienceInLanguageYears,AgeYears,InUA,InPrev
1/8/2020 11:14:21,Pascal/Delphi,Так,TypeScript,,JavaScript,TypeScript,"JavaScript, C#, TypeScript",Ні,TypeScript,Онлайн-курси,10,1,31,Так,Не пам'ятаю
1/8/2020 11:14:22,Python,Так,Python,,Python,Python,Python,Так,Python,Книги та документацію,5,5,23,Так,Ні
1/8/2020 11:14:25,C,Так,Ruby,,"JavaScript, TypeScript",Python,,Ні,,,2,2,26,Так,Не пам'ятаю
1/8/2020 11:14:31,Pascal/Delphi,Так,Swift,,"JavaScript, Python, Objective-C",Swift,"Python, Swift",Так,C#,Книги та документацію,2,2,21,Так,Так
1/8/2020 11:14:36,С#,Ні,,"JavaScript, C#, T-SQL","Python, C++",C#,"JavaScript, C#, Python, C++, T-SQL",Так,Python,Онлайн-курси,3,3,25,Так,Так
1/8/2020 11:14:36,C++,Так,PHP,,JavaScript,Python,PHP,Так,Python,Книги та документацію,2,2,24,Так,Ні
1/8/2020 11:14:39,JavaScript,Так,PHP,,JavaScript,PHP,"JavaScript, C#, PHP",Ні,,Книги та документацію,5,3,21,Так,Ні
1/8/2020 11:15:06,JavaScript,Так,JavaScript,,TypeScript,JavaScript,"JavaScript, Python, TypeScript",Ні,,,2,2,35,Так,Не пам'ятаю
1/8/2020 11:15:18,ASM,Так,JavaScript,,"TypeScript, PHP",JavaScript,,,,,3,2,27,Так,Ні
1/8/2020 11:15:25,C++,Ні,,"JavaScript, C#",T-SQL,C#,C#,Ні,,Офлайн-курси,2.5,2,19,Так,Так
1/8/2020 11:15:39,Pascal/Delphi,Так,Ruby,,"JavaScript, PHP, Elixir",Ruby,Elixir,Так,Elixir,Книги та документацію,11,6,32,Так,Не пам'ятаю
1/8/2020 11:15:39,Pascal/Delphi,Так,Java,,"JavaScript, Python",Java,"Java, JavaScript",Так,Python,Онлайн-курси,8,8,27,Так,Не пам'ятаю
1/8/2020 11:15:52,Basic,Так,Java,,"JavaScript, TypeScript",Java,"Java, JavaScript",Так,TypeScript,Онлайн-курси,10,8,29,Так,Так
1/8/2020 11:15:53,Pascal/Delphi,Так,Java,,Python,Go,"Python, Kotlin, Go",Ні,,Книги та документацію,13,10,35,Так,Так
1/8/2020 11:15:57,C,Так,Java,,JavaScript,Java,"Java, JavaScript",Так,Python,Онлайн-курси,2,2,26,Ні,Ні
1/8/2020 11:16:07,Pascal/Delphi,Так,TypeScript,,JavaScript,TypeScript,"JavaScript, TypeScript",Ні,,Книги та документацію,5,4,24,Так,Ні
1/8/2020 11:16:16,Java,Так,Java,,JavaScript,Java,Java,Так,JavaScript,Книги та документацію,0,1.5,29,Так,Ні
1/8/2020 11:16:24,Basic,Так,JavaScript,,,JavaScript,JavaScript,Ні,,Книги та документацію,5,5,34,Так,Так
1/8/2020 11:16:25,Ruby,Так,Ruby,,JavaScript,Ruby,Ruby,Так,Elixir,Онлайн-курси,3,3,28,Так,Так
1/8/2020 11:16:29,Basic,Так,JavaScript,,,JavaScript,JavaScript,Ні,,Книги та документацію,5,5,34,Так,Так
1/8/2020 11:16:41,1C,Так,1C,,"PHP, C#",Java,"C#, PHP, C++, 1C",Так,Java,Офлайн-курси,3,1,25,Так,Не пам'ятаю
1/8/2020 11:16:57,Pascal/Delphi,Так,Python,,"Unix Shell, PL-SQL",Go,,Так,Go,Онлайн-курси,1.5,1.5,21,Так,Не пам'ятаю
1/8/2020 11:16:58,C,Так,Swift,,C,Swift,"Swift, C",Ні,,Онлайн-курси,1,0.5,21,Так,Ні
1/8/2020 11:17:11,Python,Так,Python,,"JavaScript, PHP",Python,Python,Так,PHP,Онлайн-курси,4,4,28,Так,Так
1/8/2020 11:17:12,C,Так,Scala,,TypeScript,Scala,,Так,Scala,Книги та документацію,3,1,22,Так,Ні
1/8/2020 11:17:19,Python,Так,Go,,"Python, TypeScript",Python,Python,Так,TypeScript,Онлайн-курси,1,1,24,Так,Ні
1/8/2020 11:17:29,С#,Так,C#,,C#,C#,C#,Ні,,,3,1,25,Так,Ні
1/8/2020 11:17:34,Java,Так,Java,,Unix Shell,Java,Java,Ні,,Книги та документацію,3,3,26,Так,Ні
1/8/2020 11:17:36,Java,Ні,,"Java, C++, Swift, Kotlin",C,Java,"Java, Swift",Ні,Не планую,Книги та документацію,6,6,29,Так,Так
1/8/2020 11:17:47,Pascal/Delphi,Ні,,"Java, Swift",Kotlin,Kotlin,"JavaScript, TypeScript",Ні,Go,Офлайн-курси,12,2,35,Так,Так
1/8/2020 11:17:50,C,Так,Python,,,Python,Python,Ні,,Книги та документацію,1,1,20,Так,Ні
1/8/2020 11:18:17,С#,Так,JavaScript,,"JavaScript, TypeScript",TypeScript,,Так,TypeScript,Книги та документацію,1,1,23,Так,Не пам'ятаю
1/8/2020 11:18:21,Pascal/Delphi,Так,Python,,,Python,Python,Так,JavaScript,Онлайн-курси,1,1,22,Так,Не пам'ятаю
1/8/2020 11:18:26,Python,Так,Java,,,Python,Java,Ні,,Онлайн-курси,4,1,26,Так,Так
1/8/2020 11:18:26,C++,Так,Go,,JavaScript,Go,"JavaScript, TypeScript, Go",Так,Shell,Книги та документацію,2,1,21,Так,Так
1/8/2020 11:18:55,Java,Так,Python,,VBA,Python,"Java, Python",Так,C,Онлайн-курси,3,2,35,Так,Так
1/8/2020 11:19:02,Pascal/Delphi,Ні,,"Swift, Kotlin","JavaScript, Unix Shell, Java, Ruby",Kotlin,"Swift, Kotlin, Dart",Так,Rust,Книги та документацію,3,2,23,Так,Не пам'ятаю
1/8/2020 11:19:06,Python,Так,JavaScript,,TypeScript,TypeScript,"JavaScript, TypeScript, Dart",Ні,,Онлайн-курси,2,2,25,Так,Ні
1/8/2020 11:19:08,Basic,Ні,,"Java, JavaScript, Scala",,Python,,Ні,,Книги та документацію,2,2,38,Так,Так
1/8/2020 11:19:13,Basic,Так,Java,,"JavaScript, Unix Shell",Java,Java,Так,TypeScript,Онлайн-курси,5,5,35,Так,Не пам'ятаю
1/8/2020 11:20:01,Swift,Так,Swift,,Objective-C,Swift,Swift,Так,Go,Офлайн-курси,3,3,30,Так,Не пам'ятаю
1/8/2020 11:20:04,PL/1,Так,Python,,"JavaScript, Unix Shell",Python,"JavaScript, Python",,,Книги та документацію,3,3,50,Так,Не пам'ятаю
1/8/2020 11:20:11,Pascal/Delphi,Так,Dart,,JavaScript,JavaScript,"JavaScript, TypeScript",Так,Kotlin,Онлайн-курси,1,1,20,Так,Ні
1/8/2020 11:20:18,Java,Так,Java,,"Python, PL-SQL",Java,"Java, JavaScript, C#, Python, Swift, Scala",Так,Go,Книги та документацію,3,2,21,Так,Так
1/8/2020 11:20:19,C,Так,Python,,Unix Shell,Java,,Так,Go,Офлайн-курси,3,2,40,Так,Ні
1/8/2020 11:20:29,Java,Так,Java,,"Python, C++, Kotlin",Kotlin,"Java, Kotlin",Так,Kotlin,Книги та документацію,15,15,34,Так,Не пам'ятаю
1/8/2020 11:20:34,Pascal/Delphi,Так,JavaScript,,,TypeScript,JavaScript,Так,TypeScript,Онлайн-курси,2,2,34,Так,Ні
1/8/2020 11:20:35,Pascal/Delphi,Так,Java,,JavaScript,Java,"Java, TypeScript",Ні,,Книги та документацію,4,4,28,Так,Так
1/8/2020 11:20:38,Pascal/Delphi,Так,Java,,"JavaScript, C#, Groovy",Python,"Java, C#",Так,Python,Книги та документацію,2,2,21,Так,Ні
1/8/2020 11:20:42,JavaScript,Так,JavaScript,,"JavaScript, TypeScript, Dart",Dart,"JavaScript, Dart",Так,Dart,Книги та документацію,5,5,28,Так,Не пам'ятаю
1/8/2020 11:21:04,Java,Так,Java,,JavaScript,Java,Java,Так,Python,Книги та документацію,1,1,21,Так,Так
1/8/2020 11:21:06,JavaScript,Так,JavaScript,,TypeScript,JavaScript,,Так,NodeJS,Онлайн-курси,5,5,42,Так,Так
1/8/2020 11:21:10,Pascal/Delphi,Так,1C,,"Python, T-SQL",Python,Python,Так,Python,Книги та документацію,3,3,37,Так,Ні
1/8/2020 11:21:33,Java,Так,Java,,JavaScript,JavaScript,Java,Так,JavaScript,Онлайн-курси,1,1,,Так,Ні
1/8/2020 11:21:38,JavaScript,Так,JavaScript,,,C#,JavaScript,Так,C#,Книги та документацію,1,1,17,Так,Ні
1/8/2020 11:21:40,Basic,Так,C#,,"JavaScript, TypeScript, T-SQL",C#,C#,Ні,,Книги та документацію,15,10,37,Так,Не пам'ятаю
1/8/2020 11:22:05,Pascal/Delphi,Так,Java,,,Java,JavaScript,Ні,,,2,2,22,Так,Ні
1/8/2020 11:22:13,PHP,Так,C#,,"JavaScript, TypeScript",C#,,Ні,,Книги та документацію,1,1,21,Так,Ні
1/8/2020 11:22:17,Java,Так,Java,,Java,Java,Java,Так,TypeScript,Онлайн-курси,3,3,26,Так,Не пам'ятаю
1/8/2020 11:22:35,Pascal/Delphi,Так,C#,,"JavaScript, Java, C++",C#,C#,Ні,,,12,8,30,Так,Не пам'ятаю
1/8/2020 11:22:39,C,Так,JavaScript,,"Python, TypeScript, PHP",TypeScript,,Так,Python,Книги та документацію,8,5,28,Так,Не пам'ятаю
1/8/2020 11:23:00,Pascal/Delphi,Так,Java,,"JavaScript, Unix Shell, Kotlin",Java,"Java, Kotlin",Так,JavaScript,Онлайн-курси,7,7,29,Так,Ні
1/8/2020 11:23:09,C,Ні,,"Java, JavaScript",JavaScript,Java,,Ні,,Книги та документацію,4,5,26,Так,Так
1/8/2020 11:23:12,Basic,Так,C#,,"JavaScript, TypeScript, T-SQL",C#,"JavaScript, C#, TypeScript, T-SQL",Ні,,Книги та документацію,10,8,33,Так,Ні
1/8/2020 11:23:19,Pascal/Delphi,Так,JavaScript,,PHP,Python,JavaScript,Так,Python,Книги та документацію,4,3,23,Так,Так
1/8/2020 11:23:20,JavaScript,Так,JavaScript,,TypeScript,TypeScript,JavaScript,Так,Python,Книги та документацію,4,2,28,Так,Не пам'ятаю
1/8/2020 11:23:21,Basic,Так,Python,,JavaScript,Python,"JavaScript, Python",Так,Kotlin,Книги та документацію,1,2,28,Так,Ні
1/8/2020 11:23:22,С#,Так,Python,,,Go,Python,Так,Go,Книги та документацію,1,1,21,Так,Не пам'ятаю
1/8/2020 11:23:28,Python,Так,Python,,R,Python,Python,Так,Go,Онлайн-курси,2,2,21,Так,Так
1/8/2020 11:23:30,JavaScript,Так,JavaScript,,TypeScript,JavaScript,,Так,Java,Онлайн-курси,2,2,27,Так,Ні
1/8/2020 11:24:02,Python,Так,Python,,JavaScript,Python,,Так,JavaScript,Книги та документацію,1,1,23,Так,Ні
1/8/2020 11:24:03,Pascal/Delphi,Так,JavaScript,,"JavaScript, Unix Shell, Java",JavaScript,JavaScript,Так,TypeScript,Книги та документацію,11,6,33,Так,Не пам'ятаю
1/8/2020 11:24:07,Basic,Ні,,"JavaScript, PHP, Python, TypeScript","C#, Ruby",Python,"JavaScript, PHP, Python",Так,Java,Книги та документацію,10,5,35,Так,Ні
1/8/2020 11:24:12,PHP,Так,Python,,"JavaScript, C#",Python,"PHP, Python",Так,JavaScript,Онлайн-курси,5,1,31,Так,Так
1/8/2020 11:24:21,C,Так,Java,,"Unix Shell, T-SQL, PL-SQL",Java,Java,Так,Python,Книги та документацію,5,4,27,Так,Так
1/8/2020 11:24:26,C,Так,Java,,"Python, C++",Go,"Python, C++",Так,Go,Книги та документацію,6,4,39,Так,Не пам'ятаю
1/8/2020 11:24:28,Pascal/Delphi,Так,Java,,"JavaScript, Python, Scala",Scala,"Java, Scala",Так,Scala,Книги та документацію,,,33,Ні,Ні
1/8/2020 11:24:39,Java,Так,Java,,"Java, PL-SQL, Kotlin",Java,"Java, Kotlin, PL-SQL",Ні,Java,Книги та документацію,3,4,27,Так,Так
1/8/2020 11:24:46,PHP,Так,PHP,,JavaScript,PHP,"JavaScript, PHP",Ні,JavaScript,Онлайн-курси,4,4,27,Так,Ні
1/8/2020 11:24:47,Python,Так,Kotlin,,Java,Kotlin,"Java, Kotlin",Так,Dart,Онлайн-курси,1,1,38,Так,Ні
1/8/2020 11:25:06,Basic,Так,JavaScript,,,JavaScript,JavaScript,Ні,,Книги та документацію,13,9,43,Так,Так
1/8/2020 11:25:14,C++,Так,C#,,"JavaScript, TypeScript, T-SQL",C#,"C#, TypeScript",Так,F#,Книги та документацію,2,3,21,Так,Не пам'ятаю
1/8/2020 11:25:21,С#,Так,C#,,T-SQL,Swift,Swift,Так,Swift,Книги та документацію,2,2,22,Так,Ні
1/8/2020 11:25:23,Pascal/Delphi,Так,Ruby,,JavaScript,Python,Ruby,Так,Python,Книги та документацію,6,3,30,Так,Ні
1/8/2020 11:25:24,Pascal/Delphi,Так,JavaScript,,"JavaScript, TypeScript",Python,"JavaScript, TypeScript",Так,Python,Офлайн-курси,2,2,23,Так,Ні
1/8/2020 11:25:27,Python,Ні,,"Python, Groovy, Unix Shell",Unix Shell,Go,PHP,Ні,,Книги та документацію,3,2,23,Так,Ні
1/8/2020 11:25:27,Pascal/Delphi,Так,Ruby,,"JavaScript, Python, Unix Shell, TypeScript, T-SQL, PHP, C, Go, Ruby",Ruby,"JavaScript, Python, Ruby, Go, C",Так,Java,Книги та документацію,7,7,38,Так,Так
1/8/2020 11:25:45,Pascal/Delphi,Так,Java,,"Unix Shell, Scala",Java,"Java, Kotlin",Ні,,Книги та документацію,5,5,26,Так,Так
1/8/2020 11:26:06,С#,Так,C#,,TypeScript,C#,"C#, TypeScript",Ні,,Онлайн-курси,2,2,21,Так,Ні
1/8/2020 11:26:10,Python,Так,JavaScript,,"Python, TypeScript",JavaScript,"JavaScript, Python",Так,Python,Офлайн-курси,4,4,26,Так,Ні
1/8/2020 11:26:13,Pascal/Delphi,Так,Kotlin,,Java,Kotlin,"Java, Kotlin",Так,Swift,Книги та документацію,12,3,32,Ні,Так
1/8/2020 11:26:17,C,Так,Java,,JavaScript,Java,"Java, JavaScript",Ні,,Книги та документацію,4,6,28,Так,Ні
1/8/2020 11:26:29,С#,Так,C#,,JavaScript,C#,PHP,Так,TypeScript,Книги та документацію,2,2,22,Так,Не пам'ятаю
1/8/2020 11:26:29,C++,Так,C++,,C,C++,"C++, C",Ні,,Книги та документацію,15,15,39,Так,Ні
1/8/2020 11:26:35,Pascal/Delphi,Так,Swift,,"C++, Objective-C",Swift,,Ні,,Онлайн-курси,,,,Так,Ні
1/8/2020 11:26:41,Pascal/Delphi,Так,Java,,,Java,"Java, JavaScript",Ні,,Книги та документацію,4,3,23,Так,Не пам'ятаю
1/8/2020 11:26:44,Pascal/Delphi,Так,Python,,"JavaScript, Scala",Python,"JavaScript, Python, Scala, PL-SQL",Так,Scala,Онлайн-курси,1,1,19,Так,Ні
1/8/2020 11:26:55,JavaScript,Так,JavaScript,,TypeScript,TypeScript,,Так,Java,Онлайн-курси,1,1,20,Так,Ні
1/8/2020 11:26:57,Python,Так,Python,,"Python, Unix Shell",Go,Python,Ні,,,8,8,30,Так,Ні
1/8/2020 11:27:01,Java,Так,Java,,Python,Python,Python,Так,Python,Книги та документацію,0,0,23,Так,Ні
1/8/2020 11:27:05,Java,Так,Java,,"JavaScript, Unix Shell, TypeScript",Java,"Java, TypeScript",Так,Scala,Офлайн-курси,3,2,23,Так,Не пам'ятаю
1/8/2020 11:27:11,C++,Так,Java,,Python,Java,"Java, Python, Kotlin",Так,Kotlin,Книги та документацію,1,1,19,Так,Ні
1/8/2020 11:27:14,Basic,Так,Python,,"Unix Shell, T-SQL",Python,"PHP, Python",Так,Go,Книги та документацію,15,5,37,Так,Не пам'ятаю
1/8/2020 11:27:15,Pascal/Delphi,Так,Python,,"Python, Unix Shell",Python,C#,Так,Julia,Онлайн-курси,3,3,24,Так,Ні
1/8/2020 11:27:17,Pascal/Delphi,Так,Python,,"JavaScript, Unix Shell, C++",Python,"Python, C++, C",Так,Rust,Книги та документацію,2,4,24,Так,Ні
1/8/2020 11:27:47,Basic,Так,JavaScript,,,JavaScript,JavaScript,Так,TypeScript,Онлайн-курси,1.5,1.5,33,Так,Так
1/8/2020 11:27:50,Basic,Так,Python,,"JavaScript, SQL",Rust,"Python, C",Так,JavaScript,Книги та документацію,0.5,1,18,Так,Ні
1/8/2020 11:28:00,Java,Ні,,"Java, JavaScript",T-SQL,JavaScript,"Java, JavaScript",Ні,,Онлайн-курси,3,3,20,Так,Ні
1/8/2020 11:28:00,Basic,Так,C#,,"TypeScript, T-SQL",C#,"JavaScript, C#, TypeScript, T-SQL",Ні,,Книги та документацію,5,5,25,Так,Не пам'ятаю
1/8/2020 11:28:07,C++,Так,Python,,"Python, Unix Shell, Java, C++, Go, Scala",Python,"Python, C++",Ні,,Книги та документацію,4,3,25,Так,Не пам'ятаю
1/8/2020 11:28:07,Python,Так,C++,,"Python, Unix Shell",C++,C++,Ні,,Книги та документацію,2,2,21,Так,Так
1/8/2020 11:28:08,JavaScript,Так,Scala,,Python,Scala,,Ні,,Онлайн-курси,3,2,26,Так,Так
1/8/2020 11:28:12,Pascal/Delphi,Так,Kotlin,,"JavaScript, Java",Kotlin,"Java, Kotlin",Так,Swift,Онлайн-курси,6,2,28,Так,Так
1/8/2020 11:28:23,Python,Так,TypeScript,,"JavaScript, Kotlin",TypeScript,"Python, Kotlin",Так,Python,Онлайн-курси,1,0.5,20,Так,Ні
1/8/2020 11:28:29,C++,Так,Java,,JavaScript,Java,"Java, JavaScript",Так,Go,Онлайн-курси,1,1,20,Так,Ні
1/8/2020 11:28:34,Pascal/Delphi,Так,C++,,"Python, C#",C++,C++,Ні,,Книги та документацію,3,2,24,Ні,Так
1/8/2020 11:28:39,PHP,Так,JavaScript,,TypeScript,JavaScript,JavaScript,Ні,,Офлайн-курси,6,6,27,Так,Так
1/8/2020 11:28:47,Pascal/Delphi,Так,Python,,,Python,,Так,C#,Книги та документацію,9,7,28,Так,Так
1/8/2020 11:28:50,Basic,Так,C#,,"JavaScript, T-SQL",TypeScript,"JavaScript, C#, TypeScript, T-SQL",Ні,,Книги та документацію,16,12,34,Так,Так
1/8/2020 11:28:58,Pascal/Delphi,Так,C#,,,C#,,Так,TypeScript,Онлайн-курси,9,4,,Так,Не пам'ятаю
1/8/2020 11:29:18,Basic,Ні,,"JavaScript, Apex","TypeScript, T-SQL",JavaScript,JavaScript,Ні,,Книги та документацію,8,8,28,Ні,Так
1/8/2020 11:29:26,C++,Так,PHP,,JavaScript,PHP,C++,Ні,C#,Книги та документацію,7,6,40,Так,Так
1/8/2020 11:29:33,Pascal/Delphi,Так,JavaScript,,C#,JavaScript,,Ні,,Онлайн-курси,4,4,24,Так,Ні
1/8/2020 11:29:36,C,Так,C#,,"JavaScript, TypeScript, T-SQL",C#,,Так,JavaScript,Онлайн-курси,2,2,21,Так,Ні
1/8/2020 11:29:45,Java,Так,Java,,Kotlin,Kotlin,,Ні,,Онлайн-курси,1.5,1.5,25,Так,Так
1/8/2020 11:29:47,Pascal/Delphi,Так,Python,,"Unix Shell, T-SQL",Python,"Python, C++",Так,Java,Книги та документацію,2,2,24,Так,Не пам'ятаю
1/8/2020 11:29:50,Pascal/Delphi,Так,C#,,"Python, T-SQL, C++, R",C#,"C#, C++",Ні,,Онлайн-курси,4,4,26,Ні,Так
1/8/2020 11:30:03,Python,Так,Python,,JavaScript,Python,Python,Так,JavaScript,Книги та документацію,3,1,32,Так,Не пам'ятаю
1/8/2020 11:30:04,C++,Так,Python,,Python,Python,Python,Ні,,Онлайн-курси,5,1,24,Так,Ні
1/8/2020 11:30:09,Pascal/Delphi,Так,JavaScript,,JavaScript,JavaScript,JavaScript,Так,Python,Книги та документацію,0.5,1,20,Так,Ні
1/8/2020 11:30:12,Basic,Так,C++,,"C#, C, Delphi",C++,,Так,Lua,Книги та документацію,20,5,43,Так,Не пам'ятаю
1/8/2020 11:30:21,C,Так,Go,,"JavaScript, Python, C++, PL-SQL",Go,"Java, Python, C++, Go, C",Ні,,Книги та документацію,5,2,22,Так,Так
1/8/2020 11:30:24,C++,Так,Go,,"JavaScript, PHP",Go,"JavaScript, PHP",Ні,,Книги та документацію,7,1,32,Так,Так
1/8/2020 11:30:25,Pascal/Delphi,Так,PHP,,"JavaScript, Python, Unix Shell, PL-SQL",PHP,"JavaScript, PHP, Python",Так,Python,Онлайн-курси,13,12,30,Так,Так
1/8/2020 11:30:37,C++,Так,C++,,"JavaScript, C",C++,"Java, C#, C++",Ні,C++,Книги та документацію,20,40,62,Так,Ні
1/8/2020 11:30:40,C,Так,Swift,,Objective-C,Swift,Swift,Ні,,Книги та документацію,2,2,20,Так,Ні
1/8/2020 11:30:51,Java,Так,PHP,,"JavaScript, TypeScript, Go",PHP,,Так,Go,Онлайн-курси,4,4,29,Так,Не пам'ятаю
1/8/2020 11:31:00,JavaScript,Так,JavaScript,,TypeScript,JavaScript,JavaScript,Ні,,Онлайн-курси,5,5,31,Так,Так
1/8/2020 11:31:05,Basic,Так,Rust,,Dart,Rust,,Ні,,Книги та документацію,17,1,37,Так,Не пам'ятаю
1/8/2020 11:31:20,Basic,Так,C++,,"Python, Unix Shell",Python,C++,Так,Rust,Онлайн-курси,12,10,120,Так,Не пам'ятаю
1/8/2020 11:31:28,Pascal/Delphi,Так,Java,,"JavaScript, Python, TypeScript",Java,Kotlin,Ні,,Книги та документацію,4,2.5,24,Ні,Так
1/8/2020 11:31:28,Pascal/Delphi,Так,C++,,"Java, C#",C#,C#,Ні,,Книги та документацію,4,3,26,Так,Не пам'ятаю
1/8/2020 11:31:30,Java,Так,Java,,JavaScript,Java,Java,Ні,,Онлайн-курси,5,2,26,Так,Ні
1/8/2020 11:31:39,Pascal/Delphi,Так,TypeScript,,,Python,,Так,Python,Онлайн-курси,2,0,22,Так,Не пам'ятаю
1/8/2020 11:32:16,Anal penetration,Так,Double anal penetration,,Lubricant,1C,,Ні,#plsgodsavemyass,Офлайн-курси,4,4,30,Так,Не пам'ятаю
1/8/2020 11:32:19,C++,Так,Java,,JavaScript,Java,"Java, JavaScript",Ні,,Книги та документацію,1.5,1.5,23,Так,Ні
1/8/2020 11:32:44,C,Ні,,JavaScript,PHP,Python,JavaScript,Так,Python,Онлайн-курси,0,1,30,Так,Ні
1/8/2020 11:32:56,Java,Так,Python,,JavaScript,Python,"Java, Python",Так,TypeScript,Онлайн-курси,1,1,36,Так,Ні
1/8/2020 11:33:04,Java,Ні,,"Java, JavaScript",,Java,"Java, JavaScript",Ні,,Онлайн-курси,5,5,36,Так,Ні
1/8/2020 11:33:06,C++,Так,C#,,"JavaScript, Python, C++",C#,C#,Так,Python,Книги та документацію,1,1,19,Так,Ні
1/8/2020 11:33:10,С#,Так,Java,,"JavaScript, Python, TypeScript, Java, PHP, C#",Java,"Java, Python, TypeScript",Так,C#,Книги та документацію,5,1.5,22,Так,Ні
1/8/2020 11:33:12,Pascal/Delphi,Так,JavaScript,,"JavaScript, TypeScript, Java, PHP, Swift",TypeScript,"Java, JavaScript, TypeScript, Swift",Так,Java,Книги та документацію,4,4,24,Так,Так
1/8/2020 11:33:24,Pascal/Delphi,Так,Java,,TypeScript,Java,,Так,Python,Онлайн-курси,,,,,
1/8/2020 11:33:30,Java,Так,JavaScript,,,Python,Python,Так,Python,Онлайн-курси,4,1,29,Так,Ні
1/8/2020 11:33:31,С#,Так,C#,,"T-SQL, C#",C#,,Ні,,Книги та документацію,1,2,20,Так,Ні
1/8/2020 11:33:39,JavaScript,Так,JavaScript,,JavaScript,JavaScript,,Так,JavaScript,Книги та документацію,2,2,21,Так,Не пам'ятаю
1/8/2020 11:33:45,Basic,Так,C#,,"JavaScript, Python, Ruby",Ruby,"C#, Python, Ruby",Так,Ruby,Книги та документацію,5,3,31,Так,Так
1/8/2020 11:33:47,Python,Так,Java,,Kotlin,Java,,Так,Kotlin,Книги та документацію,5,5,28,Так,Так
1/8/2020 11:33:58,Pascal/Delphi,Так,C#,,TypeScript,C#,C#,Ні,,Книги та документацію,2,2,27,Так,Так
1/8/2020 11:34:02,Pascal/Delphi,Так,JavaScript,,,JavaScript,JavaScript,Ні,,,6,6,29,Так,Так
1/8/2020 11:34:07,PHP,Так,PHP,,"JavaScript, TypeScript, PHP",Java,"Java, JavaScript, PHP",Так,Java,Книги та документацію,15,15,37,Так,Ні
1/8/2020 11:34:08,Python,Так,Python,,"JavaScript, Scala",Python,Python,Ні,JavaScript,Онлайн-курси,3,3,21,Так,Так
1/8/2020 11:34:23,Pascal/Delphi,Так,TypeScript,,"JavaScript, Unix Shell",TypeScript,,Ні,,Книги та документацію,8,2,28,Так,Так
1/8/2020 11:34:30,Python,Так,Go,,"Python, Unix Shell",Python,Python,Так,Rust,Книги та документацію,2,1,22,Так,Не пам'ятаю
1/8/2020 11:34:31,Java,Так,Java,,"JavaScript, Unix Shell, Java",Java,Java,Так,C++,Онлайн-курси,1,3,30,Так,Ні
1/8/2020 11:34:33,Basic,Так,Ruby,,"JavaScript, T-SQL, PHP",Ruby,"PHP, Ruby, Objective-C",Ні,Go,Онлайн-курси,3,1,35,Так,Ні
1/8/2020 11:34:37,Basic,Так,Clojure,,"JavaScript, Python, Clojure",Python,"Python, Rust",Так,Haskell,Книги та документацію,5,3,24,Так,Так
1/8/2020 11:34:51,C++,Так,C#,,"C++, VBA",C#,C++,Так,C#,Онлайн-курси,2,1,18,Так,Не пам'ятаю
1/8/2020 11:34:53,Pascal/Delphi,Так,C#,,"JavaScript, T-SQL",C#,,Ні,,Книги та документацію,2,3,22,Так,Не пам'ятаю
1/8/2020 11:34:58,Basic,Так,Java,,Unix Shell,Java,C++,Так,Dart,Книги та документацію,,,25,Так,Ні
1/8/2020 11:35:01,JavaScript,Так,JavaScript,,TypeScript,TypeScript,TypeScript,Так,Go,Книги та документацію,5,5,29,Так,Не пам'ятаю
1/8/2020 11:35:03,Basic,Так,Python,,"JavaScript, Python, PL-SQL",Python,Python,Так,R,Книги та документацію,20,4,35,Так,Так
1/8/2020 11:35:04,Basic,Ні,,"C#, T-SQL, PL-SQL",,VBA,"C#, Pascal/Delphi",Ні,,Онлайн-курси,1,2,,Так,Ні
1/8/2020 11:35:07,JavaScript,Так,Java,,JavaScript,Java,"Java, JavaScript",Ні,,Книги та документацію,1,1,24,Так,Ні
1/8/2020 11:35:08,JavaScript,Так,TypeScript,,"JavaScript, Python, Unix Shell, TypeScript",TypeScript,"JavaScript, Python, TypeScript",Так,Haskell,Книги та документацію,3,2,23,Так,Не пам'ятаю
1/8/2020 11:35:11,Pascal/Delphi,Так,JavaScript,,TypeScript,JavaScript,JavaScript,Ні,,Книги та документацію,6,6,26,Так,Так
1/8/2020 11:35:11,С#,Ні,,"JavaScript, TypeScript, Go",Go,Go,"JavaScript, TypeScript, Go",Так,Python,Книги та документацію,8,8,31,Так,Так
1/8/2020 11:35:15,JavaScript,Так,JavaScript,,TypeScript,JavaScript,JavaScript,Ні,,Онлайн-курси,5,3,30,Так,Так
1/8/2020 11:35:22,C++,Так,PHP,,JavaScript,JavaScript,"JavaScript, PHP",Так,Python,Книги та документацію,13,13,31,Так,Не пам'ятаю
1/8/2020 11:35:25,Pascal/Delphi,Так,JavaScript,,"JavaScript, Python, Unix Shell, TypeScript, C#, Swift",JavaScript,"JavaScript, TypeScript, Swift",Так,Swift,Онлайн-курси,8,8,25,Так,Так
1/8/2020 11:35:36,Pascal/Delphi,Так,C++,,"C, Rust",C++,,Ні,,Книги та документацію,2,2,27,Так,Не пам'ятаю
1/8/2020 11:35:40,Pascal/Delphi,Так,JavaScript,,"Python, Java, PHP",Python,JavaScript,Ні,,Онлайн-курси,3,3,35,Так,Так
