Timestamp,FirstLanguage,MainLanguage,NowLanguage,NowLanguages2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev
1/5/2017 10:12:21,JavaScript,Да,JavaScript,,Ruby,Ruby,Ruby,Да,Ruby,Книги и документацию,4,3,25,Да,Не помню
1/5/2017 10:12:31,Pascal/Delphi,Да,1C,,"Ruby, Windows Shell",JavaScript,"Ruby, 1C",Да,JavaScript,Книги и документацию,10+,10+,38,Да,Нет
1/5/2017 10:12:46,C++,Да,Swift,,"C++, Objective-C",Swift,Swift,Да,Objective-C,Книги и документацию,2,1,18,Да,Нет
1/5/2017 10:12:58,Pascal/Delphi,Да,Objective-C,,Java,Objective-C,Objective-C,Нет,,Офлайн-курсы,2,<1,20,Да,Нет
1/5/2017 10:13:05,ASM,Да,Java,,"JavaScript, PL-SQL",Java,Java,Да,Kotlin,Книги и документацию,10+,<1,38,Да,Нет
1/5/2017 10:13:05,C#,Да,C#,,JavaScript,C#,C#,Нет,,Книги и документацию,2,2,24,Да,Нет
1/5/2017 10:13:11,C++,Да,PHP,,"JavaScript, Unix Shell",JavaScript,PHP,Да,JavaScript,,10+,10+,36,Да,Нет
1/5/2017 10:13:18,C#,Да,PHP,,"JavaScript, PHP",PHP,"Java, PHP, Ruby",Да,Ruby,Книги и документацию,3,3,27,Да,Да
1/5/2017 10:13:27,Java,Да,Java,,"Java, Objective-C",Java,Java,Да,Objective-C,Книги и документацию,2,2,23,Да,Нет
1/5/2017 10:13:28,Basic,Да,JavaScript,,PHP,JavaScript,"JavaScript, PHP",Да,Java,Книги и документацию,10+,10+,34,Да,Не помню
1/5/2017 10:13:28,PHP,Да,PHP,,"JavaScript, PHP, Unix Shell",PHP,"JavaScript, PHP, Objective-C, Swift",Да,Swift,Онлайн-курсы,2,2,27,Да,Нет
1/5/2017 10:13:36,Java,Да,Java,,,Kotlin,Java,Да,Kotlin,Онлайн-курсы,1,1,24,Да,Нет
1/5/2017 10:13:37,Pascal/Delphi,Да,Java,,JavaScript,Java,Java,Да,JavaScript,Книги и документацию,<1,1,21,Да,Нет
1/5/2017 10:13:38,Pascal/Delphi,Нет,не пишу ничего,,никакие,нет экспертизы,нет проектов,Да,Python,Книги и документацию,9,<1,33,Да,Нет
1/5/2017 10:13:40,Java,Да,Scala,,Java,Java,Java,Да,,Книги и документацию,6,5,30,Да,Не помню
1/5/2017 10:13:40,C,Да,Python,,JavaScript,Python,Python,Да,C++,Онлайн-курсы,<1,<1,32,Да,Нет
1/5/2017 10:13:44,Ruby,Да,C++,,Objective-C,Ruby,"PHP, C++, Objective-C",Да,JavaScript,Онлайн-курсы,1,1,27,Да,Нет
1/5/2017 10:13:44,Basic,Да,C++,,"JavaScript, PHP",C++,"JavaScript, PHP",Да,C#,Онлайн-курсы,10+,10+,40,Да,Нет
1/5/2017 10:13:45,C#,Да,C#,,JavaScript,Java,C#,Да,Java,Онлайн-курсы,4,4,32,Да,Нет
1/5/2017 10:13:52,Basic,Да,JavaScript,,"JavaScript, Ruby, Swift, ActionScript, CoffeeScript, Unix Shell",Python,JavaScript,Да,Python,Книги и документацию,10+,5,30,Да,Не помню
1/5/2017 10:13:57,Basic,Да,Java,,JavaScript,Swift,Objective-C,Да,Swift,Книги и документацию,1,<1,22,Да,Нет
1/5/2017 10:14:00,Basic,Да,Objective-C,,"Python, Swift, Unix Shell",Swift,"Objective-C, Swift",Нет,,Книги и документацию,10+,9,31,Да,Нет
1/5/2017 10:14:03,Basic,Да,C++,,Python,Python,"Python, C++, R",Да,Julia,Онлайн-курсы,10+,10+,32,Да,Да
1/5/2017 10:14:09,Pascal/Delphi,Да,1C,,Java,Java,Java,Да,Swift,Книги и документацию,10+,10+,38,Да,Не помню
1/5/2017 10:14:11,C++,Да,JavaScript,,"Ruby, Erlang",JavaScript,"Ruby, Erlang",Да,Rust,Книги и документацию,1,1,23,Да,Не помню
1/5/2017 10:14:16,Java,Да,Java,,"C#, Pascal/Delphi",Java,"Java, C#",Да,Swift,Книги и документацию,4,4,32,Да,Не помню
1/5/2017 10:14:16,Pascal/Delphi,Да,C#,,"PL-SQL, T-SQL",Java,C#,Да,Java,Книги и документацию,9,2,34,Да,Нет
1/5/2017 10:14:18,JavaScript,Да,JavaScript,,"JavaScript, PHP",JavaScript,,Нет,,Книги и документацию,<1,<1,31,Да,Нет
1/5/2017 10:14:23,Logo,Да,Python,,"JavaScript, C++, Unix Shell",Python,Python,Нет,,Книги и документацию,2,2,23,Да,Нет
1/5/2017 10:14:25,JavaScript,Да,TypeScript,,JavaScript,TypeScript,"JavaScript, TypeScript",Нет,,,5,1,29,Да,Не помню
1/5/2017 10:14:28,C,Да,JavaScript,,Java,Go,Go,Да,Go,Книги и документацию,<1,<1,19,Да,Нет
1/5/2017 10:14:31,C++,Да,Objective-C,,"C++, Swift",Swift,Java,Да,Swift,Книги и документацию,5,4,30,Да,Не помню
1/5/2017 10:14:36,C,Да,C++,,"JavaScript, C, Pascal/Delphi, T-SQL",Java,C++,Нет,,Книги и документацию,3,2,23,Да,Нет
1/5/2017 10:14:39,Pascal/Delphi,Да,JavaScript,,"Java, JavaScript, PHP",JavaScript,"Java, JavaScript, PHP, Go",Да,Scala,Книги и документацию,10+,10+,30,Нет,Нет
1/5/2017 10:14:39,Ruby,Да,Ruby,,JavaScript,Elixir,Elixir,Да,Elixir,Книги и документацию,4,3,26,Да,Нет
1/5/2017 10:14:41,JavaScript,Да,PHP,,"JavaScript, PL-SQL",PHP,"JavaScript, PHP, PL-SQL",Да,C++,Книги и документацию,8,5,31,Да,Нет
1/5/2017 10:14:46,Pascal/Delphi,Нет,Objective-C,,Swift,Swift,,Нет,,,3,<1,25,Да,Не помню
1/5/2017 10:14:47,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript, T-SQL",Да,,Книги и документацию,1,5,23,Да,Нет
1/5/2017 10:14:49,Pascal/Delphi,Да,Java,,JavaScript,Java,"Java, C++",Нет,,Онлайн-курсы,2,1,24,Да,Нет
1/5/2017 10:14:49,Pascal/Delphi,Да,Apex,,JavaScript,JavaScript,C#,Да,C#,Книги и документацию,2,2,24,Да,Не помню
1/5/2017 10:14:55,Pascal/Delphi,Нет,Python,,Python,Python,,,,Онлайн-курсы,5,<1,29,Да,Не помню
1/5/2017 10:14:59,Basic,Да,JavaScript,,Go,JavaScript,"JavaScript, Go",Нет,Scala,Книги и документацию,10+,10+,39,Да,Да
1/5/2017 10:15:00,Basic,Нет,C#,,"Java, C#, JavaScript, 1C, T-SQL",C#,"C#, JavaScript",Да,TypeScript,Книги и документацию,10+,10+,37,Да,Не помню
1/5/2017 10:15:05,Pascal/Delphi,Да,Java,,"JavaScript, PHP, C++, Perl, Unix Shell",Java,"Java, C++, Perl",Да,Ruby,Офлайн-курсы,3,3,28,Да,Да
1/5/2017 10:15:07,Pascal/Delphi,Да,C#,,"Java, JavaScript",C#,"Java, C#",Да,Java,Книги и документацию,<1,2,18,Да,Не помню
1/5/2017 10:15:07,Java,Да,Java,,"PL-SQL, T-SQL",Java,"Java, JavaScript",Да,Objective-C,Книги и документацию,1,1,24,Да,Нет
1/5/2017 10:15:08,Java,Да,Java,,,Java,Java,Нет,C,Офлайн-курсы,1,2,24,Да,Нет
1/5/2017 10:15:08,Basic,Да,C++,,Python,C++,Python,Да,Rust,Книги и документацию,10+,9,41,Да,Не помню
1/5/2017 10:15:10,C++,Да,Java,,"Java, JavaScript",Java,"Java, JavaScript",Да,PL-SQL,Книги и документацию,<1,<1,33,Да,Нет
1/5/2017 10:15:10,Pascal/Delphi,Да,C#,,"JavaScript, Objective-C",C#,"C#, Objective-C, Swift",Да,Swift,Онлайн-курсы,1,1,20,Да,Да
1/5/2017 10:15:14,Basic,Да,Java,,"JavaScript, Unix Shell",TypeScript,"Java, JavaScript, Objective-C, TypeScript",Да,TypeScript,Онлайн-курсы,2,2,27,Да,Не помню
1/5/2017 10:15:16,Pascal/Delphi,Да,Python,,"C#, R",Python,"Python, R",Да,C#,Онлайн-курсы,3,1,26,Да,Не помню
1/5/2017 10:15:23,Pascal/Delphi,Да,C#,,JavaScript,C#,,Нет,,Книги и документацию,1,1,29,Да,Нет
1/5/2017 10:15:26,Java,Да,Java,,JavaScript,Java,Java,Нет,,Онлайн-курсы,6,6,25,Да,Не помню
1/5/2017 10:15:31,Pascal/Delphi,Да,JavaScript,,JavaScript,JavaScript,"Java, JavaScript",Да,Scala,Офлайн-курсы,5,3,22,Да,Да
1/5/2017 10:15:31,Basic,Да,C#,,"JavaScript, PL-SQL",C#,"C#, JavaScript, Python",Да,TypeScript,Офлайн-курсы,5,5,27,Да,Да
1/5/2017 10:15:33,C++,Да,C++,,C++,C++,,Нет,,Книги и документацию,<1,<1,31,Да,Нет
1/5/2017 10:15:33,C++,Да,PHP,,JavaScript,PHP,C++,Да,Python,Книги и документацию,4,3,37,Да,Да
1/5/2017 10:15:37,PHP,Да,Ruby,,JavaScript,Scala,"PHP, Ruby, Clojure",Да,Scala,Книги и документацию,6,3,27,Да,Нет
1/5/2017 10:15:41,Pascal/Delphi,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Онлайн-курсы,2,2,26,Да,Нет
1/5/2017 10:15:41,Pascal/Delphi,Да,Java,,,kotlin,kotlin,Да,C++,Книги и документацию,3,3,27,Да,Нет
1/5/2017 10:15:41,C#,Да,C#,,JavaScript,JavaScript,C#,Да,Python,Офлайн-курсы,,,,Да,Нет
1/5/2017 10:15:41,Pascal/Delphi,Да,Go,,"PHP, Go",Go,,Нет,Go,Офлайн-курсы,8,9,28,Да,Нет
1/5/2017 10:15:42,C++,Да,1C,,"C#, T-SQL",Swift,"C#, 1C, Swift, T-SQL",Да,Swift,Онлайн-курсы,4,4,24,Да,Да
1/5/2017 10:15:43,Basic,Да,Python,,"JavaScript, PL-SQL",Python,"JavaScript, Python",Да,JavaScript,Онлайн-курсы,<1,1,27,Да,Не помню
1/5/2017 10:15:44,Pascal/Delphi,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Книги и документацию,3,2,25,Да,Не помню
1/5/2017 10:15:53,PHP,Нет,PHP,,JavaScript,Java,PHP,Да,Java,Офлайн-курсы,1,<1,19,Да,Не помню
1/5/2017 10:15:54,JavaScript,Да,PHP,,"JavaScript, ActionScript",PHP,PHP,Да,JavaScript,Офлайн-курсы,,1,21,Да,Нет
1/5/2017 10:15:56,Fortran,Нет,Java,,"C#, JavaScript, Unix Shell",Python,"Python, J",Нет,Nim,Онлайн-курсы,10+,10+,51,Да,Да
1/5/2017 10:15:56,PHP,Да,JavaScript,,JavaScript,JavaScript,JavaScript,Да,Rust,Книги и документацию,2,1,23,Да,Нет
1/5/2017 10:15:57,C++,Да,JavaScript,,PHP,JavaScript,JavaScript,Да,Go,Книги и документацию,7,7,28,Нет,Нет
1/5/2017 10:16:01,C,Да,Java,,C++,Java,"Java, C++",Нет,,Книги и документацию,,5,36,Да,Нет
1/5/2017 10:16:04,Java,Да,Java,,Java,Java,Java,,,Офлайн-курсы,,,,Да,Нет
1/5/2017 10:16:05,Pascal/Delphi,Да,C++,,"Python, C",Python,C++,Нет,,Книги и документацию,10+,8,34,Да,Нет
1/5/2017 10:16:06,PHP,Да,PHP,,JavaScript,PHP,,Да,Java,Книги и документацию,<1,<1,26,Да,Нет
1/5/2017 10:16:08,Pascal/Delphi,Да,Java,,"C#, PL-SQL",Java,"Java, C#, PHP, Python, C++",Да,C#,Книги и документацию,2,2,21,Да,Да
1/5/2017 10:16:11,Python,Да,Python,,JavaScript,Java,,Да,Java,Книги и документацию,1,1,24,Да,Нет
1/5/2017 10:16:11,Python,Да,Python,,JavaScript,Python,,Нет,,,<1,<1,28,Да,Не помню
1/5/2017 10:16:14,C,Да,Objective-C,,Swift,Swift,Objective-C,Нет,Swift,Онлайн-курсы,1,<1,25,Да,Нет
1/5/2017 10:16:22,Pascal/Delphi,Да,JavaScript,,"Python, Unix Shell",JavaScript,"C#, JavaScript, Python",Да,Go,Книги и документацию,6,4,27,Да,Не помню
1/5/2017 10:16:24,Basic,Да,R,,PL-SQL,R,R,Да,Python,Книги и документацию,5,3,38,Да,Да
1/5/2017 10:16:28,Pascal/Delphi,Да,Java,,"JavaScript, Unix Shell",Java,"Java, JavaScript",Нет,,Онлайн-курсы,3,5,31,Да,Не помню
1/5/2017 10:16:31,C#,Да,Go,,Python,Go,Go,Да,Go,Книги и документацию,3,1,22,Да,Нет
1/5/2017 10:16:32,Pascal/Delphi,Да,Java,,JavaScript,Java,,Нет,,Книги и документацию,3,3,35,Да,Нет
1/5/2017 10:16:32,Pascal/Delphi,Да,JavaScript,,CoffeeScript,Swift,"JavaScript, Swift",Да,Swift,Онлайн-курсы,1,1,31,Да,Не помню
1/5/2017 10:16:32,Basic,Да,R,,Python,Python,,Нет,,Онлайн-курсы,<1,2,37,Да,Не помню
1/5/2017 10:16:35,Java,Да,Java,,Kotlin,Java,,Нет,,,5,3,27,Да,Да
1/5/2017 10:16:36,Java,Да,Java,,"Java, JavaScript, C++",Java,Java,Да,C++,Онлайн-курсы,10+,1,27,Да,Нет
1/5/2017 10:16:36,Basic,Да,Java,,JavaScript,Java,Java,Да,Scala,Книги и документацию,2,3,24,Да,Нет
1/5/2017 10:16:38,JavaScript,Да,JavaScript,,PHP,Python,,Да,PHP,,1,<1,23,Да,Нет
1/5/2017 10:16:41,PHP,Да,Java,,,Java,"Java, PHP, Python",Да,Java,Онлайн-курсы,7,2,40,Да,Да
1/5/2017 10:16:43,C++,Да,Java,,Scala,Scala,,Нет,,Книги и документацию,10+,<1,40,Да,Да
1/5/2017 10:16:45,1C,Да,Swift,,"1C, Swift",Swift,Swift,Да,Objective-C,Онлайн-курсы,10+,9,31,Да,Нет
1/5/2017 10:16:46,Pascal/Delphi,Да,C++,,,C++,,Да,C#,Книги и документацию,2,<1,30,Да,Нет
1/5/2017 10:16:46,Pascal/Delphi,Да,Swift,,Objective-C,Swift,Swift,Да,Objective-C,Книги и документацию,<1,<1,19,Да,Да
1/5/2017 10:16:57,C#,Да,C#,,JavaScript,C#,JavaScript,Нет,,Онлайн-курсы,,2,23,Да,Не помню
1/5/2017 10:17:01,Pascal/Delphi,Да,PHP,,"Java, JavaScript, Pascal/Delphi, Unix Shell",PHP,"JavaScript, PHP",Да,Java,Книги и документацию,10+,9,34,Да,Нет
1/5/2017 10:17:02,Basic,Да,C++,,JavaScript,C++,,Да,JavaScript,Книги и документацию,10+,10+,38,Да,Нет
1/5/2017 10:17:04,Pascal/Delphi,Да,Java,,"JavaScript, SQL",Java,"Java, JavaScript",Да,AOP,Книги и документацию,3,3,23,Да,Нет
1/5/2017 10:17:05,Java,Да,JavaScript,,"Java, Ruby",JavaScript,JavaScript,Да,Ruby,Онлайн-курсы,7,4,28,Да,Не помню
1/5/2017 10:17:14,Basic,Да,Pascal/Delphi,,T-SQL,Pascal/Delphi,"PL-SQL, Pascal/Delphi, T-SQL",Да,Java,Книги и документацию,5,4,32,Да,Да
1/5/2017 10:17:14,Pascal/Delphi,Да,Java,,"JavaScript, Unix Shell",Java,Java,Нет,,Книги и документацию,4,4,25,Да,Да
1/5/2017 10:17:14,C++,Да,C++,,,C++,C++,Да,Python,Книги и документацию,4,4,27,Да,Да
1/5/2017 10:17:14,Pascal/Delphi,Да,Python,,"Java, C#, JavaScript, C++, C",Python,"C#, Python",Да,JavaScript,Книги и документацию,2,1,21,Да,Нет
1/5/2017 10:17:17,Pascal/Delphi,Да,Java,,JavaScript,Java,Java,Нет,,Онлайн-курсы,1,<1,21,Да,Не помню
1/5/2017 10:17:17,Basic,Да,C++,,"C, PL-SQL, Perl, Unix Shell",C++,"C++, C, PL-SQL",Да,Go,Книги и документацию,10+,10+,53,Да,Не помню
1/5/2017 10:17:19,ASM,Да,PHP,,"JavaScript, Unix Shell",JavaScript,"JavaScript, PHP",Да,JavaScript,Онлайн-курсы,3,3,,Да,Да
1/5/2017 10:17:24,Pascal/Delphi,Нет,PHP,,"JavaScript, Unix Shell",PHP,,Да,Go,Книги и документацию,3,4,27,Да,Нет
1/5/2017 10:17:26,PHP,Да,Scala,,"Java, Unix Shell",Scala,Scala,Нет,,Онлайн-курсы,3,2,19,Да,Не помню
1/5/2017 10:17:28,Basic,Да,Python,,"Java, JavaScript, Go",Python,"Python, Go",Да,Swift,Книги и документацию,2,1,21,Да,Нет
1/5/2017 10:17:29,Pascal/Delphi,Да,JavaScript,,"PHP, Go",PHP,"PHP, Go",Да,Go,Книги и документацию,1,1,28,Да,Нет
1/5/2017 10:17:30,Pascal/Delphi,Да,C#,,,C#,,Нет,,,<1,<1,25,Да,Нет
1/5/2017 10:17:32,C#,Да,C#,,"JavaScript, T-SQL",C#,C#,Да,Swift,Онлайн-курсы,2,3,26,Да,Нет
1/5/2017 10:17:32,Fortran,Да,PHP,,JavaScript,Java,PHP,Нет,Java,Книги и документацию,<1,<1,27,Да,Нет
1/5/2017 10:17:32,JavaScript,Да,JavaScript,,Python,JavaScript,JavaScript,Да,Python,Книги и документацию,1,1,16,Да,Да
1/5/2017 10:17:34,Java,Да,Java,,"JavaScript, PL-SQL",Go,Java,Да,JavaScript,Книги и документацию,2,2,23,Да,Не помню
1/5/2017 10:17:35,Basic,Да,PL-SQL,,Java,C#,"C#, T-SQL",Нет,,Книги и документацию,6,2,27,Да,Не помню
1/5/2017 10:17:39,ASM,Да,Java,,Java,Java,PHP,Да,JavaScript,Онлайн-курсы,3,3,32,Да,Нет
1/5/2017 10:17:40,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"C#, JavaScript",Да,Go,Книги и документацию,4,3,25,Да,Нет
1/5/2017 10:17:40,JavaScript,Да,JavaScript,,,JavaScript,JavaScript,Да,JavaScript,Онлайн-курсы,<1,<1,20,Да,Нет
1/5/2017 10:17:41,Pascal/Delphi,Да,Java,,JavaScript,Java,"Java, JavaScript",Нет,,Книги и документацию,3,2,28,Да,Да
1/5/2017 10:17:49,Basic,Да,C++,,"PHP, C, Pascal/Delphi",C++,"PHP, C++, 1C, Pascal/Delphi",Да,Python,Онлайн-курсы,1,1,19,Да,Нет
1/5/2017 10:17:54,C++,Да,Java,,Scala,Java,"Java, Python, C++, Ruby",Да,Swift,Книги и документацию,1,3,23,Да,Нет
1/5/2017 10:17:55,C,Да,Objective-C,,"Java, PHP, Swift, T-SQL, Unix Shell",Objective-C,,Нет,,Онлайн-курсы,10+,2,34,Да,Нет
1/5/2017 10:17:57,JavaScript,Да,JavaScript,,"Java, JavaScript",JavaScript,JavaScript,Да,Java,Онлайн-курсы,10+,7,,,Нет
1/5/2017 10:17:58,JavaScript,Да,Scala,,JavaScript,Scala,"Java, JavaScript, Scala",Нет,,Онлайн-курсы,1,<1,18,Да,Не помню
1/5/2017 10:17:59,C#,Да,PHP,,JavaScript,PHP,,Нет,,Книги и документацию,7,7,29,Да,Не помню
1/5/2017 10:18:00,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,,Да,JavaScript,Книги и документацию,1,1,23,Да,Не помню
1/5/2017 10:18:01,PHP,Да,PHP,,T-SQL,PHP,PHP,Да,JavaScript,Книги и документацию,1,1,32,Да,Нет
1/5/2017 10:18:03,C#,Да,Java,,"JavaScript, Groovy",Java,"Java, JavaScript",Нет,,Онлайн-курсы,2,1,26,Да,Не помню
1/5/2017 10:18:06,Pascal/Delphi,Да,1C,,"Java, PL-SQL, T-SQL",Java,"Java, JavaScript, PL-SQL",Да,JavaScript,Книги и документацию,9,9,31,Да,Да
1/5/2017 10:18:08,Fortran,Да,JavaScript,,,JavaScript,,Нет,,Книги и документацию,10+,5,58,Да,Не помню
1/5/2017 10:18:10,Pascal/Delphi,Да,Java,,,Java,Java,Нет,,Книги и документацию,2,2,20,Да,Нет
1/5/2017 10:18:12,C++,Да,JavaScript,,,JavaScript,JavaScript,Нет,,Онлайн-курсы,5,4,26,Да,Не помню
1/5/2017 10:18:13,Basic,Да,T-SQL,,"Java, C#, JavaScript",C#,"C#, T-SQL",Да,Swift,Офлайн-курсы,10+,8,35,Нет,Не помню
1/5/2017 10:18:14,Pascal/Delphi,Да,JavaScript,,"Python, C++",JavaScript,,Нет,,Книги и документацию,10+,<1,43,Да,Нет
1/5/2017 10:18:15,Fortran,Да,PHP,,"JavaScript, Unix Shell",PHP,PHP,Да,Python,Онлайн-курсы,10+,10+,42,Нет,Нет
1/5/2017 10:18:20,C,Да,JavaScript,,,JavaScript,"JavaScript, Elm",Да,F#,Книги и документацию,10+,4,31,Да,Не помню
1/5/2017 10:18:22,Basic,Да,PHP,,JavaScript,PHP,PHP,Нет,,Книги и документацию,,,37,Да,Не помню
1/5/2017 10:18:22,Pascal/Delphi,Да,Java,,T-SQL,Java,"Java, C#, Pascal/Delphi",Нет,,Книги и документацию,5,5,29,Да,Не помню
1/5/2017 10:18:24,JavaScript,Да,PHP,,JavaScript,PHP,"PHP, C",Да,PHP,Книги и документацию,3,1,25,Да,Нет
1/5/2017 10:18:25,Java,Да,Java,,,Java,Java,Да,JavaScript,,<1,<1,28,Да,Нет
1/5/2017 10:18:26,PHP,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Нет,,Книги и документацию,2,2,26,Да,Нет
1/5/2017 10:18:27,Pascal/Delphi,Да,Java,,"JavaScript, C++",Java,Java,Да,Swift,Книги и документацию,1,<1,23,Да,Нет
1/5/2017 10:18:28,Pascal/Delphi,Да,JavaScript,,Python,JavaScript,JavaScript,Да,JavaScript,Книги и документацию,<1,3,29,Да,Нет
1/5/2017 10:18:29,Pascal/Delphi,Да,PHP,,JavaScript,PHP,PHP,Нет,,Офлайн-курсы,<1,2,20,Да,Нет
1/5/2017 10:18:31,Objective-C,Да,Objective-C,,,Swift,,Да,Swift,Книги и документацию,2,2,24,Да,Да
1/5/2017 10:18:31,PHP,Нет,PHP,,JavaScript,Python,"JavaScript, PHP",Да,Java,Книги и документацию,<1,<1,28,Да,Нет
1/5/2017 10:18:35,Pascal/Delphi,Да,Java,,"JavaScript, PL-SQL",Clojure,"Java, Clojure",Да,JavaScript,Книги и документацию,<1,<1,22,Да,Нет
1/5/2017 10:18:36,Pascal/Delphi,Да,C#,,JavaScript,C#,"C#, JavaScript, T-SQL",Нет,Ruby,Онлайн-курсы,1,1,22,Да,Нет
1/5/2017 10:18:36,PHP,Да,PHP,,JavaScript,PHP,PHP,Нет,,,5,4,29,Да,Да
1/5/2017 10:18:40,Pascal/Delphi,Да,"Kotlin, Java",,Kotlin,Kotlin,"Java, JavaScript, Kotlin, ",Да,Scala,Книги и документацию,3,3,22,Да,Нет
1/5/2017 10:18:44,Basic,Да,Python,,Unix Shell,Python,Python,Да,JavaScript,Онлайн-курсы,<1,<1,33,Да,Не помню
1/5/2017 10:18:45,Java,Да,Java,,JavaScript,Java,Java,Да,Scala,Офлайн-курсы,3,3,24,Да,Нет
1/5/2017 10:18:47,Basic,Да,Java,,"JavaScript, Scala",Scala,"Java, Scala, Swift, Go, Clojure",Да,Swift,Онлайн-курсы,10+,10+,33,Да,Да
1/5/2017 10:18:48,Python,Да,Apex,,"Java, JavaScript",Java,Java,Да,Java,Онлайн-курсы,2,1,31,Да,Нет
1/5/2017 10:18:52,Pascal/Delphi,Да,C#,,"JavaScript, power shell",C#,"C#, Python",Да,Haskell,Онлайн-курсы,3,3,25,Да,Не помню
1/5/2017 10:18:52,Basic,Да,PHP,,"Java, PHP",Java,"Java, PHP",Да,Java,Онлайн-курсы,7,7,28,Да,Да
1/5/2017 10:18:54,Basic,Да,Java,,"JavaScript, Unix Shell",Java,Java,Нет,,Книги и документацию,5,5,34,Да,Да
1/5/2017 10:18:54,C++,Да,Java,,,Java,"Java, Python",Да,Scala,Книги и документацию,3,2,24,Да,Да
1/5/2017 10:18:58,PHP,Да,PHP,,"JavaScript, Python",PHP,"JavaScript, PHP, Python",Нет,C#,Книги и документацию,5,5,24,Да,Нет
1/5/2017 10:19:01,Pascal/Delphi,Да,Swift,,"Ruby, Objective-C, Swift",Swift,"Java, Swift",Да,C,Онлайн-курсы,2,1,23,Да,Нет
1/5/2017 10:19:02,C,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",,,Книги и документацию,,,,Да,Не помню
1/5/2017 10:19:04,Java,Да,Java,,JavaScript,Java,JavaScript,Да,JavaScript,Онлайн-курсы,2,1,30,Да,Нет
1/5/2017 10:19:05,C,Нет,Swift,,Objective-C,Swift,"Swift, ActionScript",Да,JavaScript,Офлайн-курсы,10+,<1,46,Да,Да
1/5/2017 10:19:07,Pascal/Delphi,Да,Python,,Unix Shell,Python,Python,Нет,,,3,2,45,Да,Нет
1/5/2017 10:19:11,Pascal/Delphi,Да,C#,,JavaScript,C#,"Java, C#, JavaScript, Python",Нет,,Книги и документацию,3,2,26,Да,Нет
1/5/2017 10:19:13,PHP,Да,JavaScript,,PHP,JavaScript,"JavaScript, PHP, C++, Objective-C",Да,Java,Книги и документацию,6,6,27,Да,Да
1/5/2017 10:19:15,Pascal/Delphi,Да,JavaScript,,"CoffeeScript, typescript",JavaScript,JavaScript,Нет,,Книги и документацию,9,5,32,Да,Не помню
1/5/2017 10:19:20,C#,Да,C#,,Никакие,Go,Нет,Да,Go,Офлайн-курсы,<1,3,20,Да,Нет
1/5/2017 10:19:23,Pascal/Delphi,Да,Java,,"Python, PL-SQL, Unix Shell",Java,"Java, JavaScript",Нет,,Книги и документацию,2,2,32,Да,Да
1/5/2017 10:19:24,Pascal/Delphi,Да,Ruby,,"JavaScript, PHP, Python",Ruby,"PHP, Ruby",Да,Python,Книги и документацию,10+,5,31,Да,Нет
1/5/2017 10:19:24,Pascal/Delphi,Да,PHP,,Unix Shell,PHP,,Нет,,Книги и документацию,9,9,29,Нет,Не помню
1/5/2017 10:19:25,Pascal/Delphi,Да,JavaScript,,PHP,JavaScript,,Да,Ruby,Онлайн-курсы,<1,1,24,Да,Нет
1/5/2017 10:19:29,Pascal/Delphi,Да,JavaScript,,C#,JavaScript,,Нет,,Книги и документацию,10+,4,31,Да,Да
1/5/2017 10:19:30,Pascal/Delphi,Да,PHP,,JavaScript,Go,"JavaScript, PHP",Да,Go,Книги и документацию,5,5,30,Да,Не помню
1/5/2017 10:19:32,C#,Да,Java,,JavaScript,Scala,"Java, JavaScript",Да,Scala,Книги и документацию,<1,1,22,Да,Нет
1/5/2017 10:19:34,Pascal/Delphi,Да,C#,,T-SQL,C#,C#,Да,Java,Книги и документацию,2,2,21,Да,Нет
1/5/2017 10:19:36,Perl,Нет,Perl,,"JavaScript, PHP",JavaScript,JavaScript,Да,Objective-C,Книги и документацию,1,1,27,Да,Не помню
1/5/2017 10:19:40,Pascal/Delphi,Нет,Python,,"Java, JavaScript",Python,"PHP, Python",Да,Java,Книги и документацию,<1,<1,23,Да,Нет
1/5/2017 10:19:44,Pascal/Delphi,Да,Java,,"JavaScript, T-SQL, Unix Shell",Java,Java,Нет,,Книги и документацию,2,2,20,Да,Не помню
1/5/2017 10:19:47,Python,Да,PHP,,Python,PHP,Ruby,Да,PHP,Онлайн-курсы,1,<1,28,Да,Нет
1/5/2017 10:19:52,Pascal/Delphi,Да,Scala,,"Java, JavaScript, Unix Shell",Scala,,Нет,,Книги и документацию,3,2,24,Да,Не помню
1/5/2017 10:19:55,Pascal/Delphi,Да,Ruby,,,Ruby,Ruby,Да,Go,Книги и документацию,5,2,,Да,Да
1/5/2017 10:19:57,JavaScript,Да,JavaScript,,JavaScript,Ruby,JavaScript,Да,Ruby,Книги и документацию,2,2,30,Да,Нет
