Timestamp,FirstLanguage,MainLanguage,NowLanguage,Main2,AdditionalLanguages1,NextLanguage,PetProjectsLanguages,Learn,LearnLanguage,LearnWay,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev
1/3/2018 12:58:19,JavaScript,Да,PHP,,"JavaScript, T-SQL",PHP,"PHP, PL/SQL",Да,JavaScript,Только книги и документацию (не прибегая к курсам),<1,<1,31,Да,Нет
1/3/2018 12:58:24,Ruby,Да,Go,,"JavaScript, Python",Go,,Трудно сказать,,,4,<1,27,Да,Нет
1/3/2018 12:58:33,C++,Да,Swift,,Objective-C,Swift,Swift,Трудно сказать,,Онлайн курсы,<1,<1,22,Да,Нет
1/3/2018 12:58:35,C#,Да,C#,,"C#, PowerShell",C#,C#,Да,TypeScript,Только книги и документацию (не прибегая к курсам),10+,2,40,Да,Не помню
1/3/2018 12:58:36,Pascal/Delphi,Да,Java,,Scala,Java,Java,Трудно сказать,Python,Онлайн курсы,7,4,39,Да,Да
1/3/2018 12:58:36,Pascal/Delphi,Да,Python,,PHP,Go,Python,Да,Go,Онлайн курсы,,,,Да,Да
1/3/2018 12:58:48,Pascal/Delphi,Да,PHP,,"JavaScript, T-SQL",PHP,PHP,Да,Java,Онлайн курсы,5,4,31,Да,Да
1/3/2018 12:58:56,Pascal/Delphi,Да,JavaScript,,TypeScript,,,Трудно сказать,,Онлайн курсы,1,1,22,Да,Не помню
1/3/2018 12:58:59,C,Да,Python,,C++,C++,Python,Трудно сказать,C++,Онлайн курсы,2,2,22,Да,Нет
1/3/2018 12:59:16,Java,Да,JavaScript,,"TypeScript, Kotlin, Shell",JavaScript,JavaScript,Да,Kotlin,Только книги и документацию (не прибегая к курсам),2,1,20,Да,Нет
1/3/2018 12:59:22,C++,Да,Java,,Kotlin,Swift,Java,Да,Python,,<1,<1,21,Да,Нет
1/3/2018 12:59:44,Pascal/Delphi,Да,PHP,,,PHP,,Трудно сказать,Java,Онлайн курсы,3,3,25,Да,Да
1/3/2018 12:59:59,Pascal/Delphi,Да,C#,,T-SQL,C#,,Да,JavaScript,Онлайн курсы,6,6,,Да,Не помню
1/3/2018 13:00:00,Basic,Да,JavaScript,,"TypeScript, Shell",TypeScript,"JavaScript, Python, TypeScript",Да,Go,Онлайн курсы,2,2,31,Да,Не помню
1/3/2018 13:00:01,Pascal/Delphi,Нет,,"Java, JavaScript, PHP, C++, C, PL/SQL, Pascal/Delphi, APEX",,,Java,Да,SmallTalk,Только книги и документацию (не прибегая к курсам),10+,5,31,Да,Нет
1/3/2018 13:00:03,Pascal/Delphi,Да,Java,,"JavaScript, C#, PL/SQL",Java,"Java, JavaScript",Трудно сказать,,Онлайн курсы,3,1,25,Да,Да
1/3/2018 13:00:04,JavaScript,Нет,,"Java, JavaScript, C#",,,JavaScript,,,Только книги и документацию (не прибегая к курсам),<1,<1,31,Да,Нет
1/3/2018 13:00:07,Basic,Да,Java,,"JavaScript, Python, Scala, PL/SQL, T-SQL, Shell",Scala,,Нет,,Только книги и документацию (не прибегая к курсам),5,5,27,Нет,Нет
1/3/2018 13:00:09,Java,Да,Java,,,Java,Java,Да,JavaScript,Онлайн курсы,1,1,31,Нет,Да
1/3/2018 13:00:19,PHP,Да,PHP,,"JavaScript, Python",PHP,,Трудно сказать,,Только книги и документацию (не прибегая к курсам),5,5,32,Да,Нет
1/3/2018 13:00:22,Pascal/Delphi,Да,JavaScript,,,Go,JavaScript,Да,Go,Онлайн курсы,2,2,27,Да,Нет
1/3/2018 13:00:58,Pascal/Delphi,Да,Java,,"Python, Kotlin",Kotlin,"Go, Kotlin",Да,Kotlin,Только книги и документацию (не прибегая к курсам),1,1,20,Да,Нет
1/3/2018 13:01:07,Pascal/Delphi,Да,C#,,JavaScript,,,Трудно сказать,,Онлайн курсы,5,2,29,Да,Да
1/3/2018 13:01:20,Basic,Да,PHP,,"JavaScript, PHP, Shell",PHP,PHP,Трудно сказать,Swift,Только книги и документацию (не прибегая к курсам),10+,6,36,Да,Нет
1/3/2018 13:01:22,Pascal/Delphi,Да,C++,,C#,C++,,Да,C#,Онлайн курсы,5,3,36,Нет,Да
1/3/2018 13:01:27,Basic,Да,JavaScript,,"PHP, PL/SQL, Perl, TypeScript, Shell",JavaScript,"JavaScript, PHP",Нет,,Офлайн курсы,10+,5,34,Да,Нет
1/3/2018 13:01:27,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL, TypeScript",C#,"JavaScript, C#, T-SQL, TypeScript",Да,JavaScript,Только книги и документацию (не прибегая к курсам),2,2,22,Да,Не помню
1/3/2018 13:01:34,Pascal/Delphi,Да,TypeScript,,JavaScript,TypeScript,JavaScript,Трудно сказать,,Онлайн курсы,10+,1,31,Да,Да
1/3/2018 13:01:38,C++,Да,C#,,"JavaScript, T-SQL, TypeScript",C#,"JavaScript, C#, T-SQL, TypeScript",Трудно сказать,,Только книги и документацию (не прибегая к курсам),3,3,23,Да,Не помню
1/3/2018 13:01:49,Pascal/Delphi,Да,Python,,"JavaScript, PHP, PL/SQL, Shell",Python,"Java, JavaScript, PHP, Python, Ruby, Swift, PL/SQL",Да,Ruby,Онлайн курсы,,10+,38,Да,Нет
1/3/2018 13:01:51,PHP,Да,PHP,,"JavaScript, TypeScript",JavaScript,"JavaScript, PHP",Трудно сказать,TypeScript,Онлайн курсы,1,<1,22,Да,Не помню
1/3/2018 13:01:51,Pascal/Delphi,Да,Kotlin,,"Java, Python, C++, Objective-C, Kotlin",Java,"Java, Python, Kotlin",Нет,,Только книги и документацию (не прибегая к курсам),6,5,30,Да,Да
1/3/2018 13:01:58,Pascal/Delphi,Да,JavaScript,,,Python,"Java, JavaScript",Да,Python,Только книги и документацию (не прибегая к курсам),1,1,20,Да,Нет
1/3/2018 13:02:03,Pascal/Delphi,Да,Java,,Kotlin,Kotlin,Java,Трудно сказать,Kotlin,Только книги и документацию (не прибегая к курсам),1,1,24,Да,Не помню
1/3/2018 13:02:12,PHP,Да,PHP,,JavaScript,Python,PHP,Да,Python,Только книги и документацию (не прибегая к курсам),3,2,23,Да,Нет
1/3/2018 13:02:15,C#,Да,C#,,"JavaScript, PL/SQL, TypeScript, Shell",C#,,Да,JavaScript,Онлайн курсы,3,2,27,Да,Не помню
1/3/2018 13:02:26,C++,Да,Java,,Python,Python,,Да,Python,Только книги и документацию (не прибегая к курсам),4,4,29,Да,Не помню
1/3/2018 13:02:29,JavaScript,Да,JavaScript,,"JavaScript, TypeScript",JavaScript,"JavaScript, PHP, Ruby",Трудно сказать,TypeScript,Онлайн курсы,5,1,31,Да,Нет
1/3/2018 13:02:37,Java,Да,Go,,"JavaScript, PL/SQL, TypeScript",Go,,Да,JavaScript,Только книги и документацию (не прибегая к курсам),1,<1,24,Да,Нет
1/3/2018 13:02:42,Basic,Да,JavaScript,,"PHP, Shell",JavaScript,"JavaScript, Perl",Да,TypeScript,Только книги и документацию (не прибегая к курсам),10+,2,37,Да,Да
1/3/2018 13:02:46,Basic,Да,JavaScript,,"PHP, Mysql",JavaScript,"JavaScript, PHP",Да,JavaScript,Только книги и документацию (не прибегая к курсам),9,5,28,Да,Да
1/3/2018 13:02:47,Ruby,Да,Java,,JavaScript,C#,Java,Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),<1,<1,26,Да,Нет
1/3/2018 13:03:00,Pascal/Delphi,Да,JavaScript,,"Java, Shell",Java,,Трудно сказать,Java,Только книги и документацию (не прибегая к курсам),,,28,Да,Да
1/3/2018 13:03:00,C++,Да,PHP,,"JavaScript, Python",PHP,,Да,Go,Только книги и документацию (не прибегая к курсам),5,5,29,Нет,Да
1/3/2018 13:03:01,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"C#, Google apps script",Нет,,,5,5,29,Да,Да
1/3/2018 13:03:30,Basic,Да,Swift,,"Ruby, Objective-C, Shell",Swift,Objective-C,Да,Go,Только книги и документацию (не прибегая к курсам),10+,<1,29,Нет,Не помню
1/3/2018 13:03:32,Basic,Да,C#,,"JavaScript, T-SQL",C#,"JavaScript, C#, T-SQL, TypeScript",Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),2,2,23,Да,Не помню
1/3/2018 13:03:47,Pascal/Delphi,Нет,,"C#, Python","JavaScript, Ruby, PL/SQL, Shell",C#,"C#, Python, PL/SQL, R",Да,Erlang,Только книги и документацию (не прибегая к курсам),4,4,25,Да,Не помню
1/3/2018 13:03:54,JavaScript,Нет,,"JavaScript, PHP",,PHP,,Да,PHP,Онлайн курсы,1,<1,28,Да,Нет
1/3/2018 13:03:57,Pascal/Delphi,Нет,,"Java, JavaScript","C#, PHP",JavaScript,"Java, JavaScript, C#",Да,TypeScript,Только книги и документацию (не прибегая к курсам),2,5,33,Да,Нет
1/3/2018 13:04:02,JavaScript,Да,JavaScript,,,JavaScript,JavaScript,Да,PHP,Только книги и документацию (не прибегая к курсам),2,2,32,Да,Нет
1/3/2018 13:04:17,C,Да,PHP,,JavaScript,PHP,,Нет,,,2,2,24,Да,Нет
1/3/2018 13:04:23,Pascal/Delphi,Да,C#,,"Java, JavaScript",Java,PHP,Трудно сказать,Kotlin,Только книги и документацию (не прибегая к курсам),10+,5,36,Да,Не помню
1/3/2018 13:04:29,Java,Да,PHP,,"JavaScript, Shell",PHP,"JavaScript, PHP",Нет,,Онлайн курсы,9,9,28,Да,Да
1/3/2018 13:04:35,Basic,Да,PHP,,"Java, JavaScript, Shell",PHP,"Java, PHP, Go",Да,Go,Онлайн курсы,10+,10+,36,Да,Да
1/3/2018 13:04:35,ASM,Нет,,"JavaScript, C#, T-SQL",,C#,C#,Да,TypeScript,Только книги и документацию (не прибегая к курсам),7,4,29,Да,Нет
1/3/2018 13:04:51,Pascal/Delphi,Да,1C,,,JavaScript,,Трудно сказать,JavaScript,Онлайн курсы,9,9,31,Да,Да
1/3/2018 13:04:58,C++,Да,Java,,"Python, Kotlin",Kotlin,"Java, Python, Kotlin",Нет,,Только книги и документацию (не прибегая к курсам),2,2,23,Да,Да
1/3/2018 13:05:07,C++,Да,C++,,"Java, JavaScript, C#, Python, Perl",Java,"Java, JavaScript, C++, PL/SQL",Да,C#,Только книги и документацию (не прибегая к курсам),2,<1,19,Да,Нет
1/3/2018 13:05:09,Pascal/Delphi,Да,Java,,"JavaScript, Python, Scala",Scala,"Java, Scala",Да,JavaScript,Онлайн курсы,1,2,21,Да,Не помню
1/3/2018 13:05:11,Clojure,Да,Clojure,,,Clojure,,Да,Rust,Только книги и документацию (не прибегая к курсам),10+,4,34,Да,Не помню
1/3/2018 13:05:12,Pascal/Delphi,Да,Java,,JavaScript,Java,Java,Да,C,Только книги и документацию (не прибегая к курсам),6,6,32,Да,Не помню
1/3/2018 13:05:43,ASM,Да,PHP,,"JavaScript, Shell",,"JavaScript, PHP",Да,Go,Только книги и документацию (не прибегая к курсам),10+,10+,39,Да,Да
1/3/2018 13:05:48,Pascal/Delphi,Да,Java,,"Java, Python, C++, Scala",Rust,"Java, C#, Python, C++, Scala",Да,Rust,Онлайн курсы,<1,<1,18,Да,Нет
1/3/2018 13:05:53,C,Да,PHP,,JavaScript,Python,Python,Да,Python,Онлайн курсы,2,2,24,Да,Нет
1/3/2018 13:05:55,Pascal/Delphi,Да,Java,,SQL,Java,"Java, JavaScript, SQL",Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,3,38,Да,Да
1/3/2018 13:05:56,Basic,Да,Java,,"JavaScript, TypeScript, Shell",TypeScript,Java,Да,Scala,Онлайн курсы,<1,1,28,Да,Не помню
1/3/2018 13:06:03,Java,Да,Go,,"JavaScript, Python, Ruby",Go,,Трудно сказать,,Только книги и документацию (не прибегая к курсам),2,1,31,Да,Да
1/3/2018 13:06:06,Java,Нет,,"Java, C#",,C#,Java,Да,C#,Только книги и документацию (не прибегая к курсам),<1,<1,32,Да,Нет
1/3/2018 13:06:13,C#,Да,C#,,"Java, JavaScript, C#, PHP, C++, C, Pascal/Delphi, Shell",C#,"Java, JavaScript, C#, PHP, C++, C",Да,Ruby,Только книги и документацию (не прибегая к курсам),6,6,15,Да,Нет
1/3/2018 13:06:14,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL, TypeScript",C#,,,,Только книги и документацию (не прибегая к курсам),2,2,24,Да,Нет
1/3/2018 13:06:18,C++,Да,Kotlin,,JavaScript,Kotlin,"Java, Kotlin",Да,C#,Только книги и документацию (не прибегая к курсам),<1,1,20,Да,Нет
1/3/2018 13:06:20,Basic,Да,C#,,TypeScript,C#,"C#, TypeScript",Да,T-SQL,Онлайн курсы,1,2,,Да,Да
1/3/2018 13:06:35,C++,Да,English,,"Java, Go",Swift,"Java, C++, Swift",Да,Clojure,Онлайн курсы,10+,10+,29,Да,Да
1/3/2018 13:06:39,Pascal/Delphi,Да,Java,,JavaScript,JavaScript,,Нет,,Офлайн курсы,2,2,25,Да,Да
1/3/2018 13:06:42,Pascal/Delphi,Да,Java,,"Python, TypeScript",Java,,Да,Python,Онлайн курсы,2,2,22,Да,Да
1/3/2018 13:06:46,C++,Да,C++,,"Java, C#, Python, Go",Go,"Java, C#",Да,Kotlin,Офлайн курсы,1,3,19,Да,Не помню
1/3/2018 13:07:05,Pascal/Delphi,Да,Java,,"JavaScript, Shell",Java,,Да,Kotlin,Только книги и документацию (не прибегая к курсам),5,5,27,Да,Да
1/3/2018 13:07:16,Java,Да,Java,,,Java,Java,Да,C++,Офлайн курсы,1,1,,Да,Нет
1/3/2018 13:07:16,Basic,Да,Basic,,,C++,C++,Да,C#,Офлайн курсы,<1,1,25,Да,Не помню
1/3/2018 13:07:23,Swift,Да,Swift,,Objective-C,,"Swift, Objective-C",Трудно сказать,C#,Онлайн курсы,1,1,25,Да,Не помню
1/3/2018 13:07:30,Basic,Да,Apex,,"Java, JavaScript, PHP",Java,"Java, JavaScript, PHP",,,Только книги и документацию (не прибегая к курсам),5,1,25,Да,Не помню
1/3/2018 13:07:31,Python,Да,PHP,,"JavaScript, Python, Shell",PHP,"PHP, Go",Трудно сказать,,,6,8,25,Да,Да
1/3/2018 13:07:38,Pascal/Delphi,Да,Objective-C,,Swift,Swift,Swift,Да,C++,Онлайн курсы,3,2,33,Да,Не помню
1/3/2018 13:07:44,Pascal/Delphi,Нет,,"JavaScript, PHP, Python",Shell,PHP,"JavaScript, PHP, Python",Да,Scala,Офлайн курсы,5,5,30,Нет,Не помню
1/3/2018 13:07:47,Pascal/Delphi,Да,Python,,"JavaScript, PL/SQL, T-SQL, TypeScript",Python,"JavaScript, Python, TypeScript",Да,,Онлайн курсы,9,4,30,Да,Нет
1/3/2018 13:07:53,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL, TypeScript",C#,"JavaScript, C#",Нет,,,2,2,23,Да,Не помню
1/3/2018 13:07:59,Pascal/Delphi,Да,Objective-C,,"C++, Ruby",Swift,Objective-C,Да,Swift,Онлайн курсы,,3,31,Да,Нет
1/3/2018 13:08:01,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",F#,,Трудно сказать,,Только книги и документацию (не прибегая к курсам),2,2,23,Да,Нет
1/3/2018 13:08:18,Pascal/Delphi,Да,PHP,,"JavaScript, PL/SQL, Go, Shell",PHP,"PHP, PL/SQL, Go",Да,Go,Только книги и документацию (не прибегая к курсам),7,6,28,Да,Нет
1/3/2018 13:08:32,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,C#,Да,T-SQL,Онлайн курсы,3,3,29,Да,Нет
1/3/2018 13:08:39,Pascal/Delphi,Да,C++,,"Python, C++, PL/SQL, Shell",C++,"C#, C++",Трудно сказать,,Только книги и документацию (не прибегая к курсам),4,4,25,Да,Да
1/3/2018 13:08:44,C,Нет,,"Java, C#, C",JavaScript,Java,Java,Да,Scala,Онлайн курсы,2,2,21,Да,Нет
1/3/2018 13:08:46,Python,Да,JavaScript,,,JavaScript,,Нет,Erlang,Онлайн курсы,<1,<1,22,Да,Нет
1/3/2018 13:08:47,Pascal/Delphi,Да,C#,,"1C, T-SQL",Go,,Да,Java,Онлайн курсы,10+,4,36,Да,Да
1/3/2018 13:08:48,Java,Да,Java,,JavaScript,Java,Java,Нет,,Только книги и документацию (не прибегая к курсам),<1,<1,29,Да,Не помню
1/3/2018 13:08:49,Basic,Да,Python,,"JavaScript, C",Python,Python,Да,JavaScript,Онлайн курсы,<1,<1,30,Да,Нет
1/3/2018 13:08:49,Python,Да,JavaScript,,,JavaScript,JavaScript,Трудно сказать,,Онлайн курсы,2,2,24,Да,Нет
1/3/2018 13:08:51,Basic,Да,PHP,,"JavaScript, Shell",PHP,,Нет,,Только книги и документацию (не прибегая к курсам),10+,10+,41,Да,Нет
1/3/2018 13:08:56,Pascal/Delphi,Да,PHP,,"Java, JavaScript",PHP,"Java, PHP",Да,Scala,Только книги и документацию (не прибегая к курсам),3,3,25,Да,Да
1/3/2018 13:09:01,Python,Да,Perl,,"JavaScript, Perl",Perl,,Нет,,,3,2,26,Да,Нет
1/3/2018 13:09:24,Pascal/Delphi,Да,PHP,,JavaScript,Java,,Трудно сказать,,Онлайн курсы,<1,1,26,Да,Нет
1/3/2018 13:09:29,Java,Да,Java,,Java,,Kotlin,Да,Kotlin,Онлайн курсы,1,1,25,Да,Да
1/3/2018 13:09:33,Python,Да,Swift,,"C++, Objective-C",Swift,"C++, Swift",Да,C#,Только книги и документацию (не прибегая к курсам),1,2,35,Да,Да
1/3/2018 13:09:35,Pascal/Delphi,Да,Java,,"Java, Kotlin",Kotlin,"Java, C++",Да,Swift,Только книги и документацию (не прибегая к курсам),2,2,24,Да,Не помню
1/3/2018 13:09:42,Pascal/Delphi,Да,PHP,,"JavaScript, PHP, PL/SQL, Shell",PHP,,Да,R,Только книги и документацию (не прибегая к курсам),8,5,26,Да,Да
1/3/2018 13:09:43,Pascal/Delphi,Да,Ruby,,JavaScript,Ruby,"JavaScript, Ruby",Да,JavaScript,Только книги и документацию (не прибегая к курсам),1,1,28,Да,Да
1/3/2018 13:09:57,Pascal/Delphi,Да,Scala,,"Java, Scala, TypeScript",Scala,Scala,Да,TypeScript,Онлайн курсы,5,2,26,Да,Да
1/3/2018 13:09:57,Basic,Да,Java,,"JavaScript, C#, Python, C++, Swift, Objective-C, C, PL/SQL, TypeScript",Java,Java,Да,Python,Только книги и документацию (не прибегая к курсам),10+,10+,35,Да,Да
1/3/2018 13:10:07,Pascal/Delphi,Да,Scala,,"Python, Lua",Scala,,Да,Go,Только книги и документацию (не прибегая к курсам),5,3,27,Да,Нет
1/3/2018 13:10:14,Swift,Да,Swift,,"Ruby, Objective-C",Swift,"Swift, Objective-C",Трудно сказать,,Онлайн курсы,3,1,24,Да,Нет
1/3/2018 13:10:24,MS Access 97,Да,VB.NET,,"C#, T-SQL",C#,C#,,,Офлайн курсы,,,,Да,Нет
1/3/2018 13:10:28,Java,Да,Java,,"JavaScript, PHP",Java,,Нет,,Только книги и документацию (не прибегая к курсам),3,<1,28,Да,Нет
1/3/2018 13:10:33,PHP,Да,PHP,,JavaScript,PHP,,Трудно сказать,,Онлайн курсы,1,1,30,Да,Нет
1/3/2018 13:10:49,C++,Да,C#,,JavaScript,C#,,Нет,,Онлайн курсы,6,6,26,Да,Да
1/3/2018 13:10:57,Basic,Да,Java,,"PL/SQL, T-SQL, Shell",Java,Java,Да,JavaScript,Онлайн курсы,10+,3,33,Да,Да
1/3/2018 13:11:09,Pascal/Delphi,Да,Python,,"JavaScript, R",Java,Python,Да,R,Только книги и документацию (не прибегая к курсам),6,4,,Нет,Да
1/3/2018 13:11:29,JavaScript,Нет,,"JavaScript, PHP",,JavaScript,"JavaScript, PHP",Трудно сказать,,Только книги и документацию (не прибегая к курсам),2,2,26,Да,Не помню
1/3/2018 13:11:42,Basic,Да,PHP,,JavaScript,PHP,,Нет,,Только книги и документацию (не прибегая к курсам),6,6,30,Да,Нет
1/3/2018 13:11:42,Basic,Да,C++,,C#,C#,"C#, C++",Трудно сказать,Swift,Онлайн курсы,10+,7,32,Да,Да
1/3/2018 13:11:51,JavaScript,Да,JavaScript,,Ruby,JavaScript,"Ruby, Clojure",Да,Clojure,Только книги и документацию (не прибегая к курсам),2,2,26,Да,Не помню
1/3/2018 13:11:54,Basic,Да,TypeScript,,"Java, JavaScript",,"JavaScript, PHP, TypeScript",Да,Rust,Только книги и документацию (не прибегая к курсам),6,3,27,Да,Да
1/3/2018 13:12:31,Java,Да,Java,,,Scala,,Да,Scala,Только книги и документацию (не прибегая к курсам),4,4,22,Да,Не помню
1/3/2018 13:12:37,Pascal/Delphi,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Трудно сказать,Go,Только книги и документацию (не прибегая к курсам),4,3,25,Да,Да
1/3/2018 13:12:39,Pascal/Delphi,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,Go,Онлайн курсы,7,6,32,Нет,Нет
1/3/2018 13:12:45,Basic,Да,C#,,"JavaScript, PHP",C#,"C#, T-SQL",,,Только книги и документацию (не прибегая к курсам),<1,<1,22,Да,Нет
1/3/2018 13:13:01,Basic,Да,Python,,,Python,"JavaScript, Python",Да,Go,Онлайн курсы,1,1,,,
1/3/2018 13:13:01,Pascal/Delphi,Да,C#,,"JavaScript, PL/SQL, Shell",Python,"Java, C#, C++",Да,JavaScript,Только книги и документацию (не прибегая к курсам),1,1,21,Да,Нет
1/3/2018 13:13:05,C,Да,PHP,,JavaScript,,"JavaScript, PHP, PL/SQL",Да,Kotlin,Онлайн курсы,7,5,30,Да,Нет
1/3/2018 13:13:29,Basic,Да,PL/SQL,,"Java, JavaScript, PL/SQL, Shell",Java,Java,Да,TypeScript,Онлайн курсы,,,44,Да,Нет
1/3/2018 13:13:30,Basic,Да,PHP,,"Java, JavaScript, PHP, C++, Pascal/Delphi",PHP,"C#, PHP",Да,Java,Только книги и документацию (не прибегая к курсам),10+,6,37,Да,Не помню
1/3/2018 13:13:42,Pascal/Delphi,Да,PHP,,Shell,PHP,"PHP, C",Да,JavaScript,Только книги и документацию (не прибегая к курсам),4,3,33,Да,Нет
1/3/2018 13:13:50,C++,Да,Objective-C,,"Swift, Lisp",Java,,Да,Clojure,Только книги и документацию (не прибегая к курсам),6,4,,Да,Не помню
1/3/2018 13:13:50,C,Да,C#,,JavaScript,C#,"JavaScript, C#, TypeScript",Трудно сказать,,Только книги и документацию (не прибегая к курсам),2,2,36,Да,Да
1/3/2018 13:14:02,Pascal/Delphi,Да,Java,,"Python, Shell",Java,"Java, Python",Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,4,31,Нет,Нет
1/3/2018 13:14:07,Basic,Да,JavaScript,,PHP,JavaScript,"JavaScript, PHP",Нет,,Онлайн курсы,10+,5,30,Да,Не помню
1/3/2018 13:14:09,Pascal/Delphi,Да,ABAP,,JavaScript,JavaScript,JavaScript,Трудно сказать,Go,Только книги и документацию (не прибегая к курсам),3,2,27,Да,Не помню
1/3/2018 13:14:13,JavaScript,Да,PHP,,"PHP, TypeScript",PHP,"JavaScript, PHP, TypeScript",Нет,,Только книги и документацию (не прибегая к курсам),4,3,30,Да,Да
1/3/2018 13:14:14,Pascal/Delphi,Да,C++,,"Java, Python, R, Shell",C++,"Python, C++",Да,Java,Только книги и документацию (не прибегая к курсам),3,3,21,Да,Да
1/3/2018 13:14:17,Pascal/Delphi,Да,Java,,"JavaScript, Python, Shell",Java,"Java, JavaScript, C#",Да,Kotlin,Только книги и документацию (не прибегая к курсам),4,3,21,Да,Да
1/3/2018 13:14:21,Pascal/Delphi,Да,PHP,,JavaScript,PHP,"JavaScript, PHP",Да,JavaScript,Онлайн курсы,10+,10+,40,Да,Нет
1/3/2018 13:14:22,Basic,Да,Pascal/Delphi,,"JavaScript, PHP, Python, T-SQL, Perl, Shell",Pascal/Delphi,Pascal/Delphi,Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,10+,44,Да,Нет
1/3/2018 13:14:29,Python,Да,Go,,Python,Go,Go,Да,C,Онлайн курсы,1,<1,20,Да,Нет
1/3/2018 13:14:35,Pascal/Delphi,Да,Pascal/Delphi,,"C#, Swift, T-SQL",Swift,"C#, Swift",Трудно сказать,JavaScript,Только книги и документацию (не прибегая к курсам),10+,10+,58,Да,Не помню
1/3/2018 13:14:43,Scala,Да,Java,,"JavaScript, Scala, R",Scala,"Java, JavaScript, Swift, Scala, R",Трудно сказать,,Только книги и документацию (не прибегая к курсам),2,2,21,Да,Да
1/3/2018 13:14:49,C#,Да,JavaScript,,Python,JavaScript,JavaScript,Да,TypeScript,Онлайн курсы,2,2,33,Да,Нет
1/3/2018 13:14:58,Pascal/Delphi,Да,C#,,"JavaScript, T-SQL",C#,"JavaScript, C#",Да,TypeScript,Онлайн курсы,3,2,24,Да,Нет
1/3/2018 13:15:06,JavaScript,Да,Python,,"Java, JavaScript",Python,,Да,C++,Онлайн курсы,6,6,31,Да,Нет
1/3/2018 13:15:12,C,Да,C#,,"JavaScript, C#, Python, C++, C, T-SQL, Go, TypeScript",C#,"JavaScript, C#, Python",Трудно сказать,Scala,Только книги и документацию (не прибегая к курсам),10+,10+,41,Да,Не помню
1/3/2018 13:15:17,Basic,Да,Python,,JavaScript,,Python,Нет,,,<1,1,43,Да,Нет
1/3/2018 13:15:18,C,Да,JavaScript,,"Java, JavaScript, TypeScript",JavaScript,"Java, JavaScript",Нет,TypeScript,Только книги и документацию (не прибегая к курсам),10+,10+,30,Да,Да
1/3/2018 13:15:28,PHP,Да,PHP,,"JavaScript, PHP",PHP,PHP,Да,JavaScript,Только книги и документацию (не прибегая к курсам),<1,<1,28,Да,Нет
1/3/2018 13:15:33,C++,Да,Pascal/Delphi,,"Java, JavaScript, Python, PL/SQL",Java,"JavaScript, Python",Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,3,32,Да,Не помню
1/3/2018 13:15:36,Basic,Да,PHP,,"JavaScript, C#",PHP,,Да,Scala,Только книги и документацию (не прибегая к курсам),10+,8,37,Нет,Нет
1/3/2018 13:15:41,Pascal/Delphi,Да,Python,,Matlab,Python,Python,Нет,,Онлайн курсы,<1,<1,33,Да,Нет
1/3/2018 13:15:44,Basic,Да,C#,,"PHP, C, T-SQL",C#,"C#, C, TypeScript",Трудно сказать,,Только книги и документацию (не прибегая к курсам),10+,10+,39,Да,Да
1/3/2018 13:15:49,Pascal/Delphi,Да,C++,,Python,C#,,Трудно сказать,Python,Только книги и документацию (не прибегая к курсам),7,5,34,Да,Нет
1/3/2018 13:15:49,Python,Да,Java,,"JavaScript, Ruby",Java,"Java, JavaScript, Kotlin",Да,Kotlin,Только книги и документацию (не прибегая к курсам),2,2,42,Да,Не помню
1/3/2018 13:15:51,Basic,Да,Scala,,"Java, JavaScript, Shell",Scala,Scala,Да,JavaScript,Только книги и документацию (не прибегая к курсам),10+,6,34,Да,Да
1/3/2018 13:15:57,Java,Нет,,"Java, JavaScript, C++, ASM",JavaScript,Kotlin,,Да,PHP,Только книги и документацию (не прибегая к курсам),<1,1,29,Да,Нет
1/3/2018 13:16:02,Basic,Да,Java,,"PL/SQL, TypeScript, Shell",Java,"Java, TypeScript",Да,Kotlin,Онлайн курсы,10+,4,38,Да,Да
1/3/2018 13:16:04,Pascal/Delphi,Да,Java,,"Java, JavaScript, Python, Kotlin",Java,нет,Нет,,Онлайн курсы,3,2,25,Да,Не помню
1/3/2018 13:16:06,Basic,Да,PHP,,"C++, C",PHP,"C++, C",Да,Go,Офлайн курсы,8,5,32,Да,Нет
1/3/2018 13:16:11,Pascal/Delphi,Да,PHP,,"JavaScript, Shell",PHP,PHP,Да,Python,Только книги и документацию (не прибегая к курсам),8,7,30,Да,Не помню
1/3/2018 13:16:18,Java,Да,Java,,Python,Java,Python,Да,Python,Офлайн курсы,1,1,28,Да,Да
