"","Timestamp","FirstLanguage","MainLanguage","NowLanguage","Main2","AdditionalLanguages1","NextLanguage","PetProjectsLanguages","Learn","LearnLanguage","LearnWay","ExperienceInProgrammingYears","ExperienceInLanguageYears","AgeYears","InUA","InPrev","ExperienceInProgramming","ExperienceInLanguage","Age"
"2435","1/2/2019 12:43:02","Java","Так/Да","Java","","JavaScript, TypeScript","Java","JavaScript","Так / Да","TypeScript","Онлайн-курси // Онлайн-курсы",6,5,29,"Так /  Да","Так  / Да","6","5",29
"2437","1/2/2019 12:43:08","C","Так/Да","Java","","Flutter Dart","Flutter Dart","Java","Так / Да","Dart","Офлайн-курси // Офлайн-курсы",4,4,28,"Так /  Да","Ні / Нет","4","4",28
"2438","1/2/2019 12:43:11","Pascal/Delphi","Так/Да","C++","","Shell, Python","C++","","Так / Да","Lua","Книги та документацію // Книги и документацию",11,11,33,"Так /  Да","Так  / Да",NA,NA,33
"2439","1/2/2019 12:43:18","Basic","Так/Да","Scala","","","Scala","Scala","Так / Да","Clojure","",NA,NA,NA,"","Ні / Нет",NA,NA,NA
"2440","1/2/2019 12:43:20","Pascal/Delphi","Так/Да","Pascal/Delphi","","JavaScript, PHP","C++","JavaScript, PHP, Pascal/Delphi","Так / Да","C++","Офлайн-курси // Офлайн-курсы",15,15,40,"Так /  Да","Ні / Нет",NA,NA,40
"2441","1/2/2019 12:43:24","Pascal/Delphi","Так/Да","Java","","JavaScript, Java, PHP","Java","PHP","","none","Книги та документацію // Книги и документацию",NA,NA,NA,"","",NA,NA,NA
"2442","1/2/2019 12:43:30","Pascal/Delphi","Так/Да","C#","","Python, C++, C","C#","C#","Так / Да","none","Онлайн-курси // Онлайн-курсы",17,13,35,"Ні / Нет","Так  / Да",NA,NA,35
"2443","1/2/2019 12:43:34","C","Так/Да","C#","","JavaScript","C#","C#, TypeScript","Так / Да","Java","Онлайн-курси // Онлайн-курсы",7,7,27,"Так /  Да","Так  / Да","7","7",27
"2444","1/2/2019 12:43:42","Pascal/Delphi","Так/Да","Java","","JavaScript, Shell, Python, TypeScript, Scala, PL-SQL, T-SQL","Java","Java, JavaScript, Python, TypeScript, PL-SQL, T-SQL","Ні / Нет","Java","Книги та документацію // Книги и документацию",3,2,23,"Так /  Да","Ні / Нет","3","2",23
"2446","1/2/2019 12:43:51","Basic","Так/Да","Python","","JavaScript","Python","","Ні / Нет","none","Книги та документацію // Книги и документацию",5,5,39,"Так /  Да","Ні / Нет","5","5",39
"2447","1/2/2019 12:43:57","C","Так/Да","C","","C++","C","C","Так / Да","Python","Книги та документацію // Книги и документацию",9,9,31,"Так /  Да","Так  / Да","9","9",31
"2448","1/2/2019 12:44:13","Basic","Так/Да","C#","","JavaScript","C#","C#","Ні / Нет","none","Книги та документацію // Книги и документацию",5,5,40,"Так /  Да","Так  / Да","5","5",40
"2449","1/2/2019 12:44:16","PHP","Так/Да","JavaScript","","JavaScript, PHP","JavaScript","","","none","Онлайн-курси // Онлайн-курсы",5,3,37,"Так /  Да","Не пам'ятаю /  Не помню","5","3",37
"2450","1/2/2019 12:44:20","C++","Так/Да","Python","","C#, C","JavaScript","JavaScript, C#, Python","Так / Да","JavaScript","Онлайн-курси // Онлайн-курсы",0,1,18,"Так /  Да","Ні / Нет",NA,"1",18
"2451","1/2/2019 12:44:24","Pascal/Delphi","Так/Да","Scala","","Shell, Java","Scala","","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",3,0.5,31,"Так /  Да","Так  / Да","3",NA,31
"2452","1/2/2019 12:44:24","JavaScript","Так/Да","C#","","JavaScript","C#","JavaScript","Так / Да","TypeScript","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"Так /  Да","Так  / Да",NA,NA,NA
"2453","1/2/2019 12:44:30","Java","Так/Да","Java","","Python","Groovy","","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",1,1,45,"Так /  Да","Ні / Нет","1","1",45
"2454","1/2/2019 12:44:33","Pascal/Delphi","Так/Да","Java","","Shell, Python","Java","Python","Так / Да","Go","Книги та документацію // Книги и документацию",1,1,20,"Так /  Да","Не пам'ятаю /  Не помню","1","1",20
"2455","1/2/2019 12:44:36","Pascal/Delphi","Так/Да","Java","","JavaScript, Java, PHP, C++, Kotlin","Java","Java, JavaScript","Так / Да","Kotlin","Онлайн-курси // Онлайн-курсы",1,5,33,"Так /  Да","Ні / Нет","1","5",33
"2456","1/2/2019 12:44:43","Basic","Так/Да","Scala","","Shell, Java","Rust","","Так / Да","Rust","Книги та документацію // Книги и документацию",8,1,28,"Так /  Да","Так  / Да","8","1",28
"2457","1/2/2019 12:44:45","Pascal/Delphi","Так/Да","C#","","JavaScript","C#","C#","Ні / Нет","none","",7,7,28,"Так /  Да","Так  / Да","7","7",28
"2458","1/2/2019 12:44:47","Pascal/Delphi","Так/Да","C#","","JavaScript, TypeScript, T-SQL","C#","JavaScript, C#","Так / Да","JavaScript","Онлайн-курси // Онлайн-курсы",6,4,30,"Так /  Да","Так  / Да","6","4",30
"2459","1/2/2019 12:44:58","Pascal/Delphi","Так/Да","Swift","","Swift, Objective-C","Swift","Swift, Objective-C","Так / Да","Swift","Онлайн-курси // Онлайн-курсы",5,4,21,"Так /  Да","Так  / Да","5","4",21
"2460","1/2/2019 12:45:05","Pascal/Delphi","Так/Да","Python","","C++","Python","Python","Ні / Нет","none","Книги та документацію // Книги и документацию",6,2,34,"Так /  Да","Ні / Нет","6","2",34
"2462","1/2/2019 12:45:11","Pascal/Delphi","Так/Да","PHP","","JavaScript, Shell, TypeScript, PL-SQL","PHP","PHP, Go, TypeScript","Так / Да","Kotlin","Книги та документацію // Книги и документацию",5,5,26,"Так /  Да","Так  / Да","5","5",26
"2463","1/2/2019 12:45:17","Pascal/Delphi","Так/Да","JavaScript","","JavaScript, Python","Python","JavaScript, Python","Ні / Нет","Python","Книги та документацію // Книги и документацию",2,1,21,"Так /  Да","Ні / Нет","2","1",21
"2464","1/2/2019 12:45:18","Pascal/Delphi","Так/Да","JavaScript","","PHP","Go","JavaScript, PHP","Так / Да","Go","Онлайн-курси // Онлайн-курсы",9,2,31,"Так /  Да","Так  / Да","9","2",31
"2465","1/2/2019 12:45:24","Basic","Так/Да","C#","","JavaScript","C#","C#","Ні / Нет","none","Книги та документацію // Книги и документацию",2,4,31,"Так /  Да","Ні / Нет","2","4",31
"2466","1/2/2019 12:45:24","Scala","Так/Да","Scala","","Java, C","Rust","Scala","","none","Книги та документацію // Книги и документацию",3,3,22,"Ні / Нет","Так  / Да","3","3",22
"2467","1/2/2019 12:45:36","JavaScript","Так/Да","JavaScript","","TypeScript","JavaScript","","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",NA,5,26,"Так /  Да","Не пам'ятаю /  Не помню",NA,"5",26
"2468","1/2/2019 12:45:39","Pascal/Delphi","Так/Да","JavaScript","","PHP, TypeScript","TypeScript","JavaScript, PHP, TypeScript","Так / Да","TypeScript","Книги та документацію // Книги и документацию",2,2,25,"Так /  Да","Ні / Нет","2","2",25
"2469","1/2/2019 12:45:46","FoxPro","Так/Да","Scala","","JavaScript, Java, Haskell","Haskell","Haskell","Так / Да","Standard ML","Онлайн-курси // Онлайн-курсы",13,5,33,"Так /  Да","Ні / Нет",NA,"5",33
"2470","1/2/2019 12:45:50","Pascal/Delphi","Так/Да","C#","","JavaScript","C#","","Ні / Нет","none","",8,8,30,"Так /  Да","Так  / Да","8","8",30
"2471","1/2/2019 12:45:53","Pascal/Delphi","Так/Да","PHP","","JavaScript","Go","PHP","Так / Да","Go","Онлайн-курси // Онлайн-курсы",2,1,21,"Так /  Да","Не пам'ятаю /  Не помню","2","1",21
"2472","1/2/2019 12:45:56","Pascal/Delphi","Так/Да","C#","","Python, PL-SQL","C#","","Так / Да","Haskell","Книги та документацію // Книги и документацию",6,6,28,"Так /  Да","Ні / Нет","6","6",28
"2473","1/2/2019 12:45:57","C","Так/Да","Go","","JavaScript, Shell, Java","Go","Go","Ні / Нет","none","Книги та документацію // Книги и документацию",7,2,25,"Так /  Да","Не пам'ятаю /  Не помню","7","2",25
"2474","1/2/2019 12:46:00","Pascal/Delphi","Так/Да","PHP","","JavaScript, PHP","PHP","JavaScript, PHP","Так / Да","Python","Книги та документацію // Книги и документацию",7,5,38,"Так /  Да","Не пам'ятаю /  Не помню","7","5",38
"2475","1/2/2019 12:46:02","Java","Так/Да","Java","","JavaScript","Kotlin","","Так / Да","Kotlin","Книги та документацію // Книги и документацию",2,2,21,"Так /  Да","Ні / Нет","2","2",21
"2476","1/2/2019 12:46:10","C#","Так/Да","PHP","","JavaScript","PHP","PHP, C","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",1,1,24,"Так /  Да","Ні / Нет","1","1",24
"2477","1/2/2019 12:46:12","Basic","Так/Да","Scala","","Java","Scala","","Так / Да","Python","Онлайн-курси // Онлайн-курсы",11,1,34,"Ні / Нет","Не пам'ятаю /  Не помню",NA,"1",34
"2479","1/2/2019 12:46:30","Pascal/Delphi","Так/Да","JavaScript","","JavaScript","JavaScript","","Так / Да","PHP","Книги та документацію // Книги и документацию",1,1,23,"Так /  Да","Ні / Нет","1","1",23
"2480","1/2/2019 12:46:38","Java","Так/Да","Java","","C#","Java","Java","Так / Да","C#","Онлайн-курси // Онлайн-курсы",1,6,22,"Так /  Да","Ні / Нет","1","6",22
"2481","1/2/2019 12:46:42","Basic","Так/Да","C#","","T-SQL","C#","C#","Ні / Нет","none","Офлайн-курси // Офлайн-курсы",12,8,39,"Так /  Да","Так  / Да",NA,"8",39
"2482","1/2/2019 12:46:44","ASM","Так/Да","Java","","Groovy","Java","Java","Так / Да","JavaScript","Онлайн-курси // Онлайн-курсы",4,4,31,"Так /  Да","Не пам'ятаю /  Не помню","4","4",31
"2483","1/2/2019 12:46:51","C++","Так/Да","Java","","JavaScript","Python","Java, Groovy","Так / Да","Python","Онлайн-курси // Онлайн-курсы",2,4,24,"Так /  Да","Ні / Нет","2","4",24
"2484","1/2/2019 12:46:54","C","Так/Да","Python","","Python, C++, C, R","Python","C, R","","none","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"","Ні / Нет",NA,NA,NA
"2485","1/2/2019 12:46:56","Python","Так/Да","Python","","","Python","Python","Так / Да","C++","Онлайн-курси // Онлайн-курсы",1,2,29,"Так /  Да","Ні / Нет","1","2",29
"2486","1/2/2019 12:47:03","JavaScript","Так/Да","JavaScript","","JavaScript","JavaScript","JavaScript","Так / Да","Python","Книги та документацію // Книги и документацию",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"2487","1/2/2019 12:47:03","C","Так/Да","Swift","","Objective-C","Swift","Swift, Objective-C","Так / Да","C++","Онлайн-курси // Онлайн-курсы",1,1,29,"Так /  Да","Не пам'ятаю /  Не помню","1","1",29
"2488","1/2/2019 12:47:08","JavaScript","Так/Да","Python","","JavaScript","JavaScript","Python","Так / Да","JavaScript","Онлайн-курси // Онлайн-курсы",0,0,31,"Так /  Да","Ні / Нет",NA,NA,31
"2489","1/2/2019 12:47:08","JavaScript","Так/Да","TypeScript","","JavaScript","TypeScript","","Ні / Нет","none","Книги та документацію // Книги и документацию",3,2,29,"Так /  Да","Ні / Нет","3","2",29
"2491","1/2/2019 12:47:14","Pascal/Delphi","Так/Да","Objective-C","","C#","Objective-C","Objective-C","Так / Да","Swift","Книги та документацію // Книги и документацию",4,3,28,"Так /  Да","Не пам'ятаю /  Не помню","4","3",28
"2492","1/2/2019 12:47:17","JavaScript","Так/Да","JavaScript","","PHP, Python","Go","JavaScript, PHP","Так / Да","Python","Книги та документацію // Книги и документацию",NA,NA,NA,"","",NA,NA,NA
"2493","1/2/2019 12:47:19","C++","Так/Да","C#","","JavaScript, PHP, TypeScript, T-SQL","C#","C#","Так / Да","Java","Офлайн-курси // Офлайн-курсы",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"2494","1/2/2019 12:47:20","Java","Так/Да","Java","","JavaScript, Python, PL-SQL","Java","Java","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",3,3,25,"Так /  Да","Ні / Нет","3","3",25
"2495","1/2/2019 12:47:20","Pascal/Delphi","Так/Да","JavaScript","","","TypeScript","JavaScript, TypeScript","Так / Да","Python","Онлайн-курси // Онлайн-курсы",1,1,21,"Так /  Да","Ні / Нет","1","1",21
"2496","1/2/2019 12:47:22","Python","Так/Да","Java","","Kotlin","Kotlin","Java, JavaScript, Kotlin","Так / Да","Kotlin","Онлайн-курси // Онлайн-курсы",3,3,43,"Так /  Да","Ні / Нет","3","3",43
"2497","1/2/2019 12:47:25","JavaScript","Так/Да","JavaScript","","JavaScript","JavaScript","JavaScript","","JavaScript","",NA,NA,36,"Ні / Нет","Ні / Нет",NA,NA,36
"2498","1/2/2019 12:47:37","Java","Так/Да","Scala","","Shell, Java, Python","Scala","","Ні / Нет","none","Книги та документацію // Книги и документацию",3,2,25,"Так /  Да","Ні / Нет","3","2",25
"2499","1/2/2019 12:47:40","C","Так/Да","PHP","","JavaScript","Python","PHP","Так / Да","Python","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"","Ні / Нет",NA,NA,NA
"2500","1/2/2019 12:47:45","C++","Так/Да","Python","","JavaScript","Python","","Так / Да","R","Книги та документацію // Книги и документацию",3,3,24,"Так /  Да","Так  / Да","3","3",24
"2501","1/2/2019 12:47:45","Pascal/Delphi","Так/Да","JavaScript","","TypeScript","TypeScript","C#, Python, Go","Так / Да","Reason","Книги та документацію // Книги и документацию",4,2,29,"Так /  Да","Ні / Нет","4","2",29
"2502","1/2/2019 12:47:49","C","Так/Да","TypeScript","","JavaScript","Go","Java, JavaScript, TypeScript","Так / Да","Julia","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"2503","1/2/2019 12:47:51","Pascal/Delphi","Так/Да","C++","","JavaScript, Java, C, Objective-C","C++","C++","Ні / Нет","none","Книги та документацію // Книги и документацию",5,5,27,"Так /  Да","Не пам'ятаю /  Не помню","5","5",27
"2504","1/2/2019 12:47:53","Pascal/Delphi","Так/Да","Python","","JavaScript","Python","Python","Так / Да","Java","Офлайн-курси // Офлайн-курсы",2,2,36,"Так /  Да","Ні / Нет","2","2",36
"2505","1/2/2019 12:48:10","Pascal/Delphi","Так/Да","C++","","C","C++","","Так / Да","Python","Онлайн-курси // Онлайн-курсы",0.5,0.5,20,"Так /  Да","Ні / Нет",NA,NA,20
"2506","1/2/2019 12:48:11","Pascal/Delphi","Так/Да","PHP","","JavaScript, PHP","PHP","JavaScript, PHP","Так / Да","PHP","Книги та документацію // Книги и документацию",6,6,28,"Так /  Да","Так  / Да","6","6",28
"2507","1/2/2019 12:48:24","Java","Так/Да","Go","","Rust","Go","Go","Так / Да","Rust","Книги та документацію // Книги и документацию",0.5,0.5,18,"Так /  Да","Ні / Нет",NA,NA,18
"2508","1/2/2019 12:48:26","C#","Так/Да","C#","","JavaScript","Python","","Так / Да","Python","Онлайн-курси // Онлайн-курсы",11,11,32,"Так /  Да","Так  / Да",NA,NA,32
"2509","1/2/2019 12:48:31","C++","Так/Да","Apex","","JavaScript","Apex","","Ні / Нет","none","Книги та документацію // Книги и документацию",2,2,22,"Так /  Да","Не пам'ятаю /  Не помню","2","2",22
"2510","1/2/2019 12:48:33","Python","Так/Да","Python","","JavaScript, Java, Python","Python","Java, JavaScript, Python","Так / Да","JavaScript","Онлайн-курси // Онлайн-курсы",10,6,30,"Так /  Да","Так  / Да",NA,"6",30
"2511","1/2/2019 12:48:34","JavaScript","Так/Да","JavaScript","","JavaScript, Shell, PHP, TypeScript","JavaScript","","Так / Да","Swift","",1.5,1.5,20,"Так /  Да","Так  / Да",NA,NA,20
"2512","1/2/2019 12:48:43","PHP","Так/Да","PHP","","JavaScript, Go","PHP","","Так / Да","Go","Онлайн-курси // Онлайн-курсы",4,5,24,"Так /  Да","Не пам'ятаю /  Не помню","4","5",24
"2514","1/2/2019 12:48:49","C++","Так/Да","PHP","","JavaScript","PHP","","Ні / Нет","none","Офлайн-курси // Офлайн-курсы",3,NA,25,"Так /  Да","Не пам'ятаю /  Не помню","3",NA,25
"2515","1/2/2019 12:48:50","Pascal/Delphi","Так/Да","C#","","JavaScript, TypeScript, T-SQL","C#","C#, Python","Так / Да","JavaScript","Книги та документацію // Книги и документацию",3,3,23,"Так /  Да","Не пам'ятаю /  Не помню","3","3",23
"2516","1/2/2019 12:48:50","Pascal/Delphi","Так/Да","PHP","","JavaScript","PHP","","Ні / Нет","none","Книги та документацію // Книги и документацию",2,2,25,"Так /  Да","Не пам'ятаю /  Не помню","2","2",25
"2517","1/2/2019 12:48:51","Java","Так/Да","Java","","JavaScript, PL-SQL","Java","Java","Ні / Нет","C#","Онлайн-курси // Онлайн-курсы",1,2,30,"Так /  Да","Ні / Нет","1","2",30
"2518","1/2/2019 12:48:52","Pascal/Delphi","Так/Да","C#","","JavaScript, T-SQL","C#","","Так / Да","JavaScript","Книги та документацію // Книги и документацию",14,10,41,"Так /  Да","Ні / Нет",NA,NA,41
"2519","1/2/2019 12:48:54","Pascal/Delphi","Так/Да","C#","","JavaScript, T-SQL","C#","","Ні / Нет","none","",11,11,30,"Так /  Да","Так  / Да",NA,NA,30
"2520","1/2/2019 12:49:04","C","Так/Да","C#","","JavaScript, C++","JavaScript","","Так / Да","Python","Онлайн-курси // Онлайн-курсы",NA,1,19,"Так /  Да","Ні / Нет",NA,"1",19
"2521","1/2/2019 12:49:07","PHP","Так/Да","Ruby","","JavaScript","Ruby","Ruby","Так / Да","JavaScript","Онлайн-курси // Онлайн-курсы",4,1,25,"Так /  Да","Ні / Нет","4","1",25
"2522","1/2/2019 12:49:08","Java","Так/Да","Kotlin","","Java","Kotlin","Kotlin","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",5,1,24,"Так /  Да","Не пам'ятаю /  Не помню","5","1",24
"2523","1/2/2019 12:49:13","C#","Так/Да","Java","","","Java","","Так / Да","Go","Онлайн-курси // Онлайн-курсы",5,5,30,"Так /  Да","Ні / Нет","5","5",30
"2524","1/2/2019 12:49:15","C","Так/Да","Ruby","","JavaScript, Python","Ruby","Ruby","Так / Да","JavaScript","Книги та документацію // Книги и документацию",4,3,23,"Так /  Да","Не пам'ятаю /  Не помню","4","3",23
"2525","1/2/2019 12:49:15","C++","Так/Да","JavaScript","","JavaScript","JavaScript","JavaScript","Так / Да","Python","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"Так /  Да","Ні / Нет",NA,NA,NA
"2526","1/2/2019 12:49:16","Pascal/Delphi","Так/Да","Java","","PL-SQL","Java","","Ні / Нет","none","",3,3,30,"Так /  Да","Так  / Да","3","3",30
"2527","1/2/2019 12:49:19","Python","Так/Да","Python","","PHP","Python","Python","Так / Да","JavaScript","Книги та документацію // Книги и документацию",1,1,20,"Так /  Да","Ні / Нет","1","1",20
"2528","1/2/2019 12:49:21","Pascal/Delphi","Так/Да","Java","","JavaScript, Shell, Kotlin","Java","Java, JavaScript, Kotlin, Clojure, Groovy","Так / Да","Go","Книги та документацію // Книги и документацию",3,3,22,"Так /  Да","Ні / Нет","3","3",22
"2529","1/2/2019 12:49:28","Basic","Так/Да","C","","Python, C++","C","assembler","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",17,10,39,"Так /  Да","Ні / Нет",NA,NA,39
"2530","1/2/2019 12:49:29","C","Так/Да","JavaScript","","JavaScript, PHP, TypeScript","PHP","PHP, TypeScript","Ні / Нет","none","Книги та документацію // Книги и документацию",5,3,21,"Так /  Да","Так  / Да","5","3",21
"2531","1/2/2019 12:49:32","Pascal/Delphi","Так/Да","Java","","JavaScript, Shell, PL-SQL","Java","Java, JavaScript","Так / Да","Rust","Книги та документацію // Книги и документацию",3,3,23,"Так /  Да","Ні / Нет","3","3",23
"2532","1/2/2019 12:49:38","Java","Так/Да","Java","","JavaScript, C#, PHP, C++, Objective-C","Java","Java","Так / Да","Python","Книги та документацію // Книги и документацию",2,2,20,"Так /  Да","Ні / Нет","2","2",20
"2533","1/2/2019 12:49:40","Pascal/Delphi","Так/Да","Objective-C","","Python, Swift, Ruby, Kotlin","Swift","JavaScript, Python, Swift, Ruby, Objective-C, Kotlin","Ні / Нет","none","Книги та документацію // Книги и документацию",12,8,34,"Так /  Да","Не пам'ятаю /  Не помню",NA,"8",34
"2534","1/2/2019 12:49:42","C#","Так/Да","C#","","JavaScript, C","C#","C#","Ні / Нет","C#","Книги та документацію // Книги и документацию",10,10,56,"Так /  Да","Так  / Да",NA,NA,56
"2535","1/2/2019 12:49:44","Pascal/Delphi","Так/Да","C#","","C#","C#","","Так / Да","Objective-C","Книги та документацію // Книги и документацию",8,8,32,"Так /  Да","Так  / Да","8","8",32
"2536","1/2/2019 12:49:45","Java","Так/Да","Python","","Нічого","Clojure","Python","Ні / Нет","none","",2,2,25,"Так /  Да","Так  / Да","2","2",25
"2537","1/2/2019 12:49:53","C++","Так/Да","Java","","C#, Kotlin","Java","Java, C#","Так / Да","Kotlin","Книги та документацію // Книги и документацию",1,1,20,"Так /  Да","Ні / Нет","1","1",20
"2539","1/2/2019 12:49:58","Java","Так/Да","C++","","Python","C++","C++","Ні / Нет","none","Книги та документацію // Книги и документацию",1,0.35,19,"Так /  Да","Ні / Нет","1",NA,19
"2540","1/2/2019 12:50:06","Basic","Так/Да","JavaScript","","Python, T-SQL","JavaScript","JavaScript","Так / Да","Dart","Книги та документацію // Книги и документацию",5,1,45,"Так /  Да","Так  / Да","5","1",45
"2541","1/2/2019 12:50:08","C++","Так/Да","Python","","JavaScript, Shell","Python","JavaScript, Python","Так / Да","Rust","Книги та документацію // Книги и документацию",6,6,27,"Так /  Да","Так  / Да","6","6",27
"2542","1/2/2019 12:50:13","Pascal/Delphi","Так/Да","JavaScript","","Python, TypeScript","JavaScript","JavaScript, Python","Ні / Нет","none","Книги та документацію // Книги и документацию",NA,NA,26,"Ні / Нет","Ні / Нет",NA,NA,26
"2543","1/2/2019 12:50:16","C","Так/Да","JavaScript","","JavaScript, PHP","JavaScript","JavaScript, PHP","Так / Да","TypeScript","",10,4,32,"Так /  Да","Ні / Нет",NA,"4",32
"2544","1/2/2019 12:50:19","Pascal/Delphi","Так/Да","JavaScript","","","JavaScript","JavaScript","Так / Да","TypeScript","Офлайн-курси // Офлайн-курсы",3,1.5,29,"Так /  Да","Ні / Нет","3",NA,29
"2545","1/2/2019 12:50:21","C#","Так/Да","C#","","T-SQL","C#","C#, T-SQL","Так / Да","TypeScript","Книги та документацію // Книги и документацию",5,5,29,"Так /  Да","Не пам'ятаю /  Не помню","5","5",29
"2546","1/2/2019 12:50:26","Pascal/Delphi","Так/Да","PHP","","JavaScript","PHP","JavaScript, C#, PHP","Так / Да","C#","Книги та документацію // Книги и документацию",2,2,21,"Так /  Да","Ні / Нет","2","2",21
"2547","1/2/2019 12:50:32","JavaScript","Так/Да","JavaScript","","","JavaScript","JavaScript","Так / Да","Dart","Книги та документацію // Книги и документацию",2,2,30,"Так /  Да","Так  / Да","2","2",30
"2548","1/2/2019 12:50:36","Basic","Так/Да","JavaScript","","PHP","JavaScript","JavaScript","Ні / Нет","none","Книги та документацію // Книги и документацию",19,6,38,"Так /  Да","Ні / Нет",NA,"6",38
"2549","1/2/2019 12:50:38","PHP","Так/Да","Erlang","","Shell, Python, PL-SQL","CLISP","Lua, Erlang, CLISP","Ні / Нет","none","Книги та документацію // Книги и документацию",1,1,22,"Так /  Да","Не пам'ятаю /  Не помню","1","1",22
"2550","1/2/2019 12:50:38","Java","Так/Да","C++","","C#, Scala","C++","C#, Scala, Haskell","Так / Да","Prolog","Офлайн-курси // Офлайн-курсы",0,2,20,"Так /  Да","Ні / Нет",NA,"2",20
"2551","1/2/2019 12:50:40","C++","Так/Да","PHP","","JavaScript, Shell","PHP","JavaScript, PHP, Python","","none","Книги та документацію // Книги и документацию",4,4,22,"Так /  Да","Ні / Нет","4","4",22
"2552","1/2/2019 12:50:43","Java","Так/Да","Java","","Shell","Java","Java, TypeScript","Ні / Нет","none","",3,3,31,"Так /  Да","Не пам'ятаю /  Не помню","3","3",31
"2553","1/2/2019 12:50:57","Pascal/Delphi","Так/Да","C#","","JavaScript, Shell, T-SQL","C#","JavaScript, C#, T-SQL","Так / Да","F#","Книги та документацію // Книги и документацию",NA,NA,21,"Так /  Да","Ні / Нет",NA,NA,21
"2554","1/2/2019 12:50:59","Pascal/Delphi","Так/Да","Python","","C++","Python","","Так / Да","C#","Онлайн-курси // Онлайн-курсы",3,1,18,"Так /  Да","Ні / Нет","3","1",18
"2555","1/2/2019 12:51:00","Python","Так/Да","C","","Shell, Python","C++","JavaScript, Python, C++, C","Так / Да","Rust","Книги та документацію // Книги и документацию",4,4,NA,"Так /  Да","Не пам'ятаю /  Не помню","4","4",NA
"2556","1/2/2019 12:51:03","Pascal/Delphi","Так/Да","Python","","C","Python","T-SQL","Ні / Нет","none","Офлайн-курси // Офлайн-курсы",NA,1,35,"Так /  Да","Ні / Нет",NA,"1",35
"2557","1/2/2019 12:51:05","JavaScript","Так/Да","Python","","JavaScript, C#, PHP","Python","JavaScript, Python","Так / Да","C#","Онлайн-курси // Онлайн-курсы",2,1,28,"Так /  Да","Не пам'ятаю /  Не помню","2","1",28
"2558","1/2/2019 12:51:26","C","Так/Да","Python","","Shell, Go","Go","Python, C++, Go","Так / Да","Go","Книги та документацію // Книги и документацию",5,3,23,"Так /  Да","Ні / Нет","5","3",23
"2559","1/2/2019 12:51:28","JavaScript","Так/Да","JavaScript","","TypeScript, Elm","Elm","JavaScript, Elm","Так / Да","Elm","Офлайн-курси // Офлайн-курсы",5,5,25,"Так /  Да","Ні / Нет","5","5",25
"2560","1/2/2019 12:51:33","C","Так/Да","C#","","JavaScript","C#","Solidity","Так / Да","JavaScript","Книги та документацію // Книги и документацию",8,8,31,"Так /  Да","Ні / Нет","8","8",31
"2561","1/2/2019 12:51:35","Pascal/Delphi","Так/Да","Java","","PL-SQL","C#","Java, Python","Так / Да","Scala","Онлайн-курси // Онлайн-курсы",NA,NA,NA,"","Ні / Нет",NA,NA,NA
"2562","1/2/2019 12:51:36","Pascal/Delphi","Так/Да","Erlang","","JavaScript","JavaScript","Java, JavaScript","Так / Да","JavaScript","Книги та документацію // Книги и документацию",1,1,22,"Так /  Да","Ні / Нет","1","1",22
"2563","1/2/2019 12:51:42","JavaScript","Так/Да","PHP","","Java","Java","PHP","Так / Да","Java","Офлайн-курси // Офлайн-курсы",NA,1,32,"Так /  Да","Ні / Нет",NA,"1",32
"2564","1/2/2019 12:51:46","C++","Так/Да","C#","","JavaScript, Python, TypeScript","C#","","Так / Да","Python","Офлайн-курси // Офлайн-курсы",1,1,23,"Так /  Да","Ні / Нет","1","1",23
"2565","1/2/2019 12:51:49","Pascal/Delphi","Так/Да","Python","","Shell","Go","C#, Python, C++","Так / Да","Go","Офлайн-курси // Офлайн-курсы",1,1,19,"Так /  Да","Ні / Нет","1","1",19
"2566","1/2/2019 12:51:54","Pascal/Delphi","Так/Да","C++","","Python","C++","","Ні / Нет","none","Онлайн-курси // Онлайн-курсы",2,2,21,"Так /  Да","Ні / Нет","2","2",21
"2567","1/2/2019 12:51:57","Pascal/Delphi","Так/Да","Java","","TypeScript, PL-SQL","Java","","Ні / Нет","none","Офлайн-курси // Офлайн-курсы",7,7,38,"Ні / Нет","Не пам'ятаю /  Не помню","7","7",38
"2568","1/2/2019 12:51:58","C++","Так/Да","PHP","","JavaScript","PHP","JavaScript, PHP","Так / Да","Objective-C","Онлайн-курси // Онлайн-курсы",1,1,23,"Так /  Да","Ні / Нет","1","1",23
